Lp;R;G;B;War;Dec
0;99.78;99.78;99.78;3.2716;0
1;4.0;4.0;4.0;0.0;0
2;101.88;101.88;101.88;18.98560000000001;1
3;94.69;94.69;94.69;57.33390000000001;1
4;115.62;115.62;115.62;5.035600000000011;0
5;106.95;106.95;106.95;20.827500000000025;0
6;94.47;94.47;94.47;35.42909999999998;0
7;123.24;123.24;123.24;47.38239999999994;0
8;92.17;92.17;92.17;229.76109999999997;1
9;64.19;64.19;64.19;6.693899999999998;1
10;100.05;100.05;100.05;14.287500000000003;0
11;111.8;111.8;111.8;4.319999999999997;0
12;85.6;85.6;85.6;33.479999999999976;1
13;114.24;114.24;114.24;116.62239999999998;0
14;106.49;106.49;106.49;38.40990000000001;0
15;72.45;72.45;72.45;9.507499999999974;0
16;107.57;107.57;107.57;15.305099999999996;0
17;98.86;98.86;98.86;9.4404;0
18;91.18;91.18;91.18;66.94759999999997;1
19;78.96;78.96;78.96;10.758400000000025;0
20;98.28;98.28;98.28;7.361600000000003;0
21;90.65;90.65;90.65;13.867499999999994;0
22;101.31;101.31;101.31;3.4739000000000004;0
23;97.53;97.53;97.53;5.769099999999989;1
24;88.57;88.57;88.57;4.625100000000008;0
25;118.41;118.41;118.41;9.261900000000017;0
26;116.05;116.05;116.05;11.867500000000017;0
27;3.0;3.0;3.0;0.0;0
28;93.33;93.33;93.33;10.141099999999984;0
29;129.94;129.94;129.94;11.456399999999999;0
30;4.0;4.0;4.0;0.0;0
31;96.22;96.22;96.22;5.831600000000001;0
32;4.0;4.0;4.0;0.0;0
33;4.0;4.0;4.0;0.0;0
34;81.26;81.26;81.26;24.712399999999985;0
35;93.95;93.95;93.95;206.42750000000004;0
36;117.25;117.25;117.25;4.6475;0
37;91.55;91.55;91.55;86.6875;1
38;120.29;120.29;120.29;12.865900000000007;0
39;91.36;91.36;91.36;5.750400000000009;0
40;111.36;111.36;111.36;10.470400000000009;0
41;76.14;76.14;76.14;38.30039999999998;1
42;107.35;107.35;107.35;477.8875000000001;1
43;84.02;84.02;84.02;48.019600000000004;1
44;122.7;122.7;122.7;14.849999999999994;0
45;103.07;103.07;103.07;8.045100000000009;0
46;97.35;97.35;97.35;13.427499999999993;1
47;92.15;92.15;92.15;50.4475;1
48;59.25;59.25;59.25;27.6675;0
49;89.92;89.92;89.92;2.7135999999999996;0
50;93.54;93.54;93.54;19.86840000000001;1
51;114.01;114.01;114.01;9.489899999999983;0
52;110.21;110.21;110.21;10.865899999999996;0
53;113.76;113.76;113.76;6.062399999999997;0
54;107.39;107.39;107.39;4.477899999999996;0
55;89.52;89.52;89.52;137.60959999999997;1
56;123.02;123.02;123.02;5.979600000000003;0
57;88.67;88.67;88.67;61.30110000000004;1
58;130.09;130.09;130.09;11.6419;0
59;82.17;82.17;82.17;8.361099999999993;0
60;99.04;99.04;99.04;9.39840000000002;0
61;124.41;124.41;124.41;5.841900000000007;0
62;128.18;128.18;128.18;4.947599999999994;0
63;4.0;4.0;4.0;0.0;0
64;4.0;4.0;4.0;0.0;0
65;4.0;4.0;4.0;0.0;0
66;89.08;89.08;89.08;2.4736000000000025;0
67;4.0;4.0;4.0;0.0;0
68;4.0;4.0;4.0;0.0;0
69;93.15;93.15;93.15;9.287500000000007;0
70;122.0;122.0;122.0;15.84;0
71;91.99;91.99;91.99;210.74990000000014;0
72;115.09;115.09;115.09;4.22190000000001;0
73;104.53;104.53;104.53;30.82910000000001;1
74;102.21;102.21;102.21;7.08590000000001;0
75;128.84;128.84;128.84;33.65439999999996;0
76;153.56;153.56;153.56;0.5263999999999988;0
77;97.79;97.79;97.79;8.025899999999995;1
78;68.55;68.55;68.55;112.4075;1
79;4.0;4.0;4.0;0.0;0
80;92.73;92.73;92.73;7.277100000000008;0
81;4.0;4.0;4.0;0.0;0
82;80.05;80.05;80.05;53.647500000000086;1
83;127.04;127.04;127.04;3.678399999999997;0
84;60.47;60.47;60.47;2.009100000000001;1
85;106.95;106.95;106.95;5.747500000000018;0
86;74.91;74.91;74.91;75.82189999999996;1
87;70.16;70.16;70.16;17.374400000000016;0
88;77.1;77.1;77.1;4.129999999999993;1
89;4.0;4.0;4.0;0.0;0
90;79.19;79.19;79.19;22.333899999999982;1
91;97.21;97.21;97.21;134.0059000000001;1
92;126.1;126.1;126.1;352.38999999999993;1
93;117.97;117.97;117.97;5.729100000000001;0
94;85.44;85.44;85.44;3.826400000000004;0
95;86.35;86.35;86.35;169.34750000000008;1
96;91.6;91.6;91.6;20.0;1
97;88.7;88.7;88.7;4.509999999999993;0
98;102.31;102.31;102.31;81.83389999999997;1
99;113.82;113.82;113.82;3.987599999999996;0
100;83.96;83.96;83.96;3.5584000000000007;0
101;70.34;70.34;70.34;12.104399999999998;1
102;100.11;100.11;100.11;14.897899999999993;0
103;89.05;89.05;89.05;99.66750000000003;1
104;3.0;3.0;3.0;0.0;0
105;118.22;118.22;118.22;3.3715999999999986;0
106;4.0;4.0;4.0;0.0;0
107;74.0;74.0;74.0;7.32;0
108;136.14;136.14;136.14;7.400399999999978;0
109;81.54;81.54;81.54;23.88840000000002;1
110;96.38;96.38;96.38;36.235599999999984;0
111;4.0;4.0;4.0;0.0;0
