Lp;R;G;B;War;Dec
0;116.61;116.61;116.61;4.4979000000000005;0
1;117.62;117.62;117.62;19.575599999999937;0
2;118.93;118.93;118.93;73.56509999999997;1
3;81.63;81.63;81.63;4.673100000000011;0
4;111.06;111.06;111.06;69.87639999999988;1
5;106.46;106.46;106.46;9.488400000000004;0
6;111.2;111.2;111.2;208.93999999999994;1
7;118.89;118.89;118.89;32.41789999999999;0
8;114.92;114.92;114.92;17.71359999999999;0
9;51.83;51.83;51.83;454.4811;0
10;124.25;124.25;124.25;12.1875;0
11;110.5;110.5;110.5;5.37;0
12;62.45;62.45;62.45;37.90750000000001;1
13;126.6;126.6;126.6;16.440000000000023;0
14;3.0;3.0;3.0;0.0;0
15;51.35;51.35;51.35;8.447499999999996;1
16;3.0;3.0;3.0;0.0;0
17;151.54;151.54;151.54;14.048400000000008;0
18;96.56;96.56;96.56;105.90639999999992;1
19;60.57;60.57;60.57;54.10509999999993;1
20;58.32;58.32;58.32;8.777600000000009;0
21;100.56;100.56;100.56;51.28639999999999;1
22;63.96;63.96;63.96;53.238399999999984;1
23;62.18;62.18;62.18;17.5076;1
24;116.21;116.21;116.21;23.405900000000027;0
25;104.28;104.28;104.28;9.501600000000002;1
26;3.0;3.0;3.0;0.0;0
27;117.29;117.29;117.29;5.745899999999999;0
28;127.8;127.8;127.8;23.46000000000007;0
29;143.75;143.75;143.75;29.0875;0
30;113.78;113.78;113.78;109.85159999999983;1
31;87.49;87.49;87.49;181.54989999999995;1
32;3.0;3.0;3.0;0.0;0
33;120.0;120.0;120.0;20.14;0
34;3.7;3.7;3.7;0.21000000000000008;0
35;108.68;108.68;108.68;6.677599999999993;0
36;128.02;128.02;128.02;17.239599999999996;0
37;147.27;147.27;147.27;9.777100000000003;0
38;54.67;54.67;54.67;6.801099999999992;1
39;114.5;114.5;114.5;11.19;0
40;114.23;114.23;114.23;2.3371000000000013;0
41;95.49;95.49;95.49;15.649900000000017;0
42;74.83;74.83;74.83;32.60109999999998;1
