Lp;R;G;B;War;Dec
0;70.13;70.13;70.13;17.31310000000001;1
1;4.0;4.0;4.0;0.0;0
2;83.96;83.96;83.96;13.518400000000026;0
3;122.44;122.44;122.44;11.386399999999961;0
4;68.75;68.75;68.75;114.2075;1
5;109.39;109.39;109.39;22.877899999999936;1
6;80.81;80.81;80.81;6.613899999999998;0
7;68.2;68.2;68.2;114.22000000000024;1
8;103.08;103.08;103.08;4.83360000000001;0
9;107.95;107.95;107.95;3.607500000000016;0
10;4.0;4.0;4.0;0.0;0
11;4.0;4.0;4.0;0.0;0
12;112.87;112.87;112.87;37.2131;1
13;108.66;108.66;108.66;134.12439999999975;1
14;105.96;105.96;105.96;18.81840000000002;0
15;65.19;65.19;65.19;13.37389999999998;1
16;66.98;66.98;66.98;49.43959999999999;0
17;110.11;110.11;110.11;12.61789999999998;0
18;101.92;101.92;101.92;2.913600000000004;0
19;4.0;4.0;4.0;0.0;0
20;120.92;120.92;120.92;16.153599999999997;0
21;94.92;94.92;94.92;6.993599999999992;0
22;104.62;104.62;104.62;19.955599999999965;1
23;39.92;39.92;39.92;844.9936000000005;0
24;91.8;91.8;91.8;5.099999999999999;1
25;79.4;79.4;79.4;12.119999999999985;0
26;78.79;78.79;78.79;10.305899999999987;0
27;4.43;4.43;4.43;0.8250999999999992;0
28;129.97;129.97;129.97;5.009100000000002;0
29;96.05;96.05;96.05;36.32749999999998;0
30;86.0;86.0;86.0;77.94;1
31;95.71;95.71;95.71;0.3459000000000005;0
32;132.95;132.95;132.95;13.647499999999996;0
33;79.84;79.84;79.84;0.6143999999999986;0
34;70.65;70.65;70.65;36.52749999999999;1
35;115.46;115.46;115.46;11.468399999999974;0
36;79.56;79.56;79.56;28.066399999999994;1
37;101.21;101.21;101.21;3.705900000000003;0
38;52.66;52.66;52.66;2.7843999999999993;1
39;4.0;4.0;4.0;0.0;0
40;106.33;106.33;106.33;7.741099999999984;0
41;65.65;65.65;65.65;99.52749999999997;1
42;51.54;51.54;51.54;3.1683999999999948;1
43;62.58;62.58;62.58;4.863599999999995;1
44;64.04;64.04;64.04;27.01840000000003;1
45;118.93;118.93;118.93;5.325100000000007;0
46;96.37;96.37;96.37;19.07309999999997;1
47;86.63;86.63;86.63;193.79310000000004;1
48;72.66;72.66;72.66;24.34440000000001;1
49;127.56;127.56;127.56;22.62639999999999;0
50;94.74;94.74;94.74;3.8123999999999993;0
51;82.57;82.57;82.57;7.465099999999994;0
52;109.79;109.79;109.79;4.845899999999994;0
53;65.23;65.23;65.23;11.097100000000014;0
54;90.73;90.73;90.73;94.13709999999995;0
55;93.87;93.87;93.87;8.713099999999988;0
56;66.84;66.84;66.84;27.7544;1
57;94.4;94.4;94.4;13.360000000000008;1
58;4.0;4.0;4.0;0.0;0
59;126.54;126.54;126.54;27.36840000000008;0
60;100.02;100.02;100.02;22.4596;1
61;4.0;4.0;4.0;0.0;0
62;77.0;77.0;77.0;47.52;1
63;57.11;57.11;57.11;103.19790000000006;0
64;119.32;119.32;119.32;14.397600000000002;0
65;133.5;133.5;133.5;12.63;0
66;81.46;81.46;81.46;22.408399999999983;1
67;103.74;103.74;103.74;6.912400000000001;0
68;68.56;68.56;68.56;54.34640000000001;1
69;74.66;74.66;74.66;31.084400000000013;1
70;111.4;111.4;111.4;32.839999999999996;1
71;67.4;67.4;67.4;5.200000000000012;1
72;111.32;111.32;111.32;4.117599999999995;0
73;75.22;75.22;75.22;4.7916000000000105;1
74;107.38;107.38;107.38;27.875599999999984;0
75;117.68;117.68;117.68;8.097599999999995;0
76;4.0;4.0;4.0;0.0;0
77;77.6;77.6;77.6;8.560000000000006;0
78;95.26;95.26;95.26;10.752400000000025;0
