Lp;R;G;B;War;Dec
0;118.72;118.72;118.72;6.961599999999999;0
1;88.94;88.94;88.94;37.736399999999996;1
2;130.03;130.03;130.03;23.28909999999998;1
3;98.15;98.15;98.15;0.8474999999999997;0
4;132.61;132.61;132.61;21.63790000000001;0
5;124.7;124.7;124.7;3.1299999999999994;0
6;95.63;95.63;95.63;106.1931000000002;1
7;90.83;90.83;90.83;9.281100000000002;0
8;109.55;109.55;109.55;3.8875000000000046;0
9;138.03;138.03;138.03;17.229099999999967;0
10;4.0;4.0;4.0;0.0;0
11;112.89;112.89;112.89;18.597900000000003;0
12;144.75;144.75;144.75;1.9875;0
13;4.0;4.0;4.0;0.0;0
14;82.65;82.65;82.65;45.90749999999995;1
15;130.72;130.72;130.72;9.781600000000017;0
16;130.88;130.88;130.88;0.4656000000000009;0
17;132.65;132.65;132.65;5.187500000000004;0
18;117.28;117.28;117.28;2.361599999999993;0
19;88.83;88.83;88.83;39.64110000000001;1
20;95.04;95.04;95.04;3.798400000000009;0
21;84.18;84.18;84.18;74.9676;1
22;116.89;116.89;116.89;10.357899999999985;0
23;121.32;121.32;121.32;11.097599999999996;0
24;113.54;113.54;113.54;16.068399999999997;1
25;4.0;4.0;4.0;0.0;0
26;3.0;3.0;3.0;0.0;0
27;90.66;90.66;90.66;39.48439999999999;1
28;116.74;116.74;116.74;13.512399999999998;0
29;96.83;96.83;96.83;5.441100000000003;0
30;4.0;4.0;4.0;0.0;0
31;81.6;81.6;81.6;39.88000000000003;1
32;84.95;84.95;84.95;24.9675;1
33;81.28;81.28;81.28;50.62159999999998;1
34;71.85;71.85;71.85;34.32749999999996;1
35;4.0;4.0;4.0;0.0;0
36;91.69;91.69;91.69;51.793900000000114;1
37;78.99;78.99;78.99;4.849899999999995;0
38;155.85;155.85;155.85;5.8474999999999895;0
39;102.97;102.97;102.97;10.189100000000002;0
40;103.55;103.55;103.55;146.46749999999997;1
41;3.0;3.0;3.0;0.0;0
42;3.94;3.94;3.94;0.056399999999999985;0
43;119.68;119.68;119.68;18.5176;1
44;121.03;121.03;121.03;4.629100000000001;0
45;99.27;99.27;99.27;33.217099999999974;1
46;87.26;87.26;87.26;58.17240000000002;1
47;83.21;83.21;83.21;10.8259;0
48;137.65;137.65;137.65;5.907500000000004;0
49;150.74;150.74;150.74;9.272399999999983;0
50;109.82;109.82;109.82;8.047600000000012;1
51;4.0;4.0;4.0;0.0;0
52;68.77;68.77;68.77;85.15710000000001;0
53;99.46;99.46;99.46;7.8683999999999905;0
54;4.0;4.0;4.0;0.0;0
55;112.22;112.22;112.22;16.311599999999963;0
56;107.33;107.33;107.33;20.621099999999977;1
57;117.54;117.54;117.54;6.3884;0
58;123.59;123.59;123.59;3.7418999999999953;0
59;139.04;139.04;139.04;1.2783999999999973;0
60;110.65;110.65;110.65;14.107499999999973;0
61;133.62;133.62;133.62;4.355600000000009;0
62;108.46;108.46;108.46;16.808399999999985;1
63;134.19;134.19;134.19;6.453899999999991;0
64;103.4;103.4;103.4;10.34;0
65;4.0;4.0;4.0;0.0;0
66;116.19;116.19;116.19;47.37390000000001;1
67;140.3;140.3;140.3;2.729999999999999;0
68;102.36;102.36;102.36;41.010399999999954;1
69;114.8;114.8;114.8;21.66000000000001;0
70;82.82;82.82;82.82;9.927600000000023;0
71;95.76;95.76;95.76;169.14240000000007;1
72;123.25;123.25;123.25;4.2875;0
73;58.01;58.01;58.01;4.189899999999998;0
74;124.44;124.44;124.44;2.1064000000000047;0
75;128.29;128.29;128.29;6.72589999999999;0
76;118.84;118.84;118.84;3.314399999999999;0
77;97.28;97.28;97.28;16.641600000000007;1
78;4.0;4.0;4.0;0.0;0
79;79.38;79.38;79.38;7.875600000000008;0
80;104.8;104.8;104.8;86.48000000000003;1
81;147.58;147.58;147.58;6.263599999999999;0
82;4.0;4.0;4.0;0.0;0
83;4.48;4.48;4.48;0.7296000000000009;0
84;4.0;4.0;4.0;0.0;0
85;109.04;109.04;109.04;4.018399999999999;0
86;137.94;137.94;137.94;9.536400000000004;0
87;5.47;5.47;5.47;72.0691;0
88;84.81;84.81;84.81;3.1538999999999935;0
89;89.24;89.24;89.24;54.26239999999999;1
90;3.0;3.0;3.0;0.0;0
91;89.37;89.37;89.37;2.9530999999999983;0
92;153.17;153.17;153.17;3.8611000000000026;0
93;90.3;90.3;90.3;4.009999999999999;0
94;143.61;143.61;143.61;1.0179000000000005;0
95;125.1;125.1;125.1;12.089999999999996;0
96;85.78;85.78;85.78;81.61159999999984;1
97;71.59;71.59;71.59;2.6419000000000006;0
98;130.06;130.06;130.06;12.136399999999997;0
99;129.3;129.3;129.3;19.810000000000016;0
100;99.48;99.48;99.48;2.5495999999999994;0
101;96.14;96.14;96.14;6.480400000000002;0
102;81.36;81.36;81.36;9.950400000000005;0
103;116.44;116.44;116.44;58.1664;1
104;88.76;88.76;88.76;38.4024;0
105;89.56;89.56;89.56;13.046399999999997;1
106;70.4;70.4;70.4;3.2600000000000033;0
107;107.72;107.72;107.72;30.7016;1
108;64.82;64.82;64.82;2.887599999999994;0
109;89.0;89.0;89.0;2.8;0
110;101.72;101.72;101.72;68.40160000000002;1
111;71.54;71.54;71.54;10.988399999999992;1
112;107.18;107.18;107.18;10.327600000000025;0
113;110.62;110.62;110.62;14.175599999999998;0
114;91.71;91.71;91.71;92.66590000000001;1
115;121.01;121.01;121.01;5.829900000000002;0
116;86.19;86.19;86.19;2.2739000000000025;0
117;89.98;89.98;89.98;6.599599999999999;1
118;90.33;90.33;90.33;131.96109999999996;1
119;109.47;109.47;109.47;33.60910000000004;0
120;62.78;62.78;62.78;7.551599999999997;0
121;11.29;11.29;11.29;209.20589999999993;0
122;91.66;91.66;91.66;1.3443999999999987;0
123;69.11;69.11;69.11;132.79789999999988;1
124;86.88;86.88;86.88;8.70560000000001;1
125;75.41;75.41;75.41;7.781899999999993;0
126;130.57;130.57;130.57;30.60509999999999;0
127;111.99;111.99;111.99;14.029900000000003;1
128;90.79;90.79;90.79;33.42590000000001;1
129;145.34;145.34;145.34;4.904400000000008;0
130;4.0;4.0;4.0;0.0;0
131;4.0;4.0;4.0;0.0;0
132;106.71;106.71;106.71;4.725900000000001;0
133;59.33;59.33;59.33;5.501099999999999;1
134;110.92;110.92;110.92;7.513599999999989;0
135;101.05;101.05;101.05;9.587500000000041;1
136;77.67;77.67;77.67;5.74109999999999;0
137;91.65;91.65;91.65;13.4675;0
138;142.59;142.59;142.59;9.361900000000029;0
139;113.27;113.27;113.27;8.657099999999998;0
140;122.2;122.2;122.2;9.08000000000001;0
141;104.58;104.58;104.58;6.523600000000011;0
