Lp;R;G;B;War;Dec
0;66.34;66.34;66.34;14.104400000000002;0
1;129.11;129.11;129.11;6.557900000000005;0
2;89.74;89.74;89.74;71.23240000000007;1
3;76.11;76.11;76.11;16.877899999999997;1
4;89.27;89.27;89.27;10.277099999999997;1
5;85.31;85.31;85.31;1.793900000000003;0
6;109.33;109.33;109.33;16.0211;0
7;64.73;64.73;64.73;5.977099999999996;0
8;138.99;138.99;138.99;26.28990000000006;0
9;118.3;118.3;118.3;5.069999999999994;0
10;64.91;64.91;64.91;35.10190000000001;1
11;107.55;107.55;107.55;156.18750000000006;0
12;166.97;166.97;166.97;7.069099999999988;0
13;69.68;69.68;69.68;3.8175999999999948;0
14;103.91;103.91;103.91;5.421900000000007;0
15;63.22;63.22;63.22;11.431599999999996;1
16;95.6;95.6;95.6;5.2200000000000095;0
17;84.08;84.08;84.08;121.33360000000008;1
18;71.29;71.29;71.29;7.305899999999997;1
19;109.01;109.01;109.01;555.1698999999999;0
20;92.92;92.92;92.92;3.5936000000000043;0
21;51.87;51.87;51.87;82.51309999999998;1
22;114.69;114.69;114.69;448.79389999999984;1
23;70.72;70.72;70.72;113.20160000000008;1
24;82.7;82.7;82.7;5.909999999999997;0
25;104.6;104.6;104.6;2.439999999999998;0
26;89.96;89.96;89.96;13.438399999999996;0
27;4.0;4.0;4.0;0.0;0
28;93.83;93.83;93.83;1.1211000000000042;0
29;87.13;87.13;87.13;11.273099999999994;1
30;68.38;68.38;68.38;46.9356;1
31;138.68;138.68;138.68;9.477599999999995;0
32;73.53;73.53;73.53;5.829099999999985;0
33;50.47;50.47;50.47;13.849099999999993;1
34;147.84;147.84;147.84;4.234399999999998;0
35;126.13;126.13;126.13;5.733099999999998;0
36;4.0;4.0;4.0;0.0;0
37;3.0;3.0;3.0;0.0;0
38;74.09;74.09;74.09;82.50189999999999;1
39;3.36;3.36;3.36;0.9503999999999989;0
40;121.27;121.27;121.27;12.217099999999979;0
41;97.77;97.77;97.77;285.1570999999996;0
42;99.36;99.36;99.36;4.090400000000001;0
43;103.66;103.66;103.66;4.164400000000007;0
44;131.79;131.79;131.79;85.64589999999994;0
45;133.94;133.94;133.94;9.956400000000004;0
46;55.14;55.14;55.14;33.48040000000001;1
47;122.82;122.82;122.82;7.367600000000005;0
48;124.92;124.92;124.92;8.29359999999999;0
49;83.69;83.69;83.69;13.473899999999992;0
50;66.35;66.35;66.35;5.147500000000006;0
51;124.28;124.28;124.28;14.761600000000005;0
52;110.72;110.72;110.72;4.461599999999992;0
53;64.97;64.97;64.97;11.22909999999999;0
54;68.76;68.76;68.76;22.282400000000017;1
55;86.05;86.05;86.05;206.44750000000013;0
