Lp;R;G;B;War;Dec
0;111.48;111.48;111.48;251.0296000000001;0
1;110.4;110.4;110.4;30.39999999999998;0
2;134.28;134.28;134.28;75.62160000000003;0
3;120.63;120.63;120.63;69.05310000000003;1
4;121.54;121.54;121.54;37.30839999999999;0
5;71.85;71.85;71.85;24.20749999999997;1
6;64.75;64.75;64.75;52.9275;1
7;141.4;141.4;141.4;7.200000000000003;1
8;74.0;74.0;74.0;76.06;0
9;86.21;86.21;86.21;266.12589999999994;1
10;85.52;85.52;85.52;36.40960000000004;1
11;102.81;102.81;102.81;34.093900000000005;1
12;85.19;85.19;85.19;37.55389999999996;1
13;77.56;77.56;77.56;166.74640000000005;1
14;87.7;87.7;87.7;56.049999999999876;1
15;64.73;64.73;64.73;7.077099999999997;0
16;126.02;126.02;126.02;2.579600000000003;0
17;104.42;104.42;104.42;30.303599999999992;0
18;108.1;108.1;108.1;2.2499999999999973;0
19;199.74;199.74;199.74;4.252399999999989;0
20;71.01;71.01;71.01;40.86990000000005;1
21;84.23;84.23;84.23;5.237099999999998;0
22;149.12;149.12;149.12;10.425600000000015;0
23;79.48;79.48;79.48;14.129600000000009;0
24;86.85;86.85;86.85;67.30749999999998;1
25;4.0;4.0;4.0;0.0;0
26;83.78;83.78;83.78;102.01160000000002;1
27;126.45;126.45;126.45;15.807500000000006;0
28;126.82;126.82;126.82;18.7676;1
29;103.63;103.63;103.63;255.07310000000004;1
30;55.33;55.33;55.33;131.9810999999999;1
31;51.67;51.67;51.67;84.58110000000005;1
32;112.98;112.98;112.98;31.19960000000003;0
33;3.74;3.74;3.74;0.19239999999999985;0
34;128.93;128.93;128.93;24.225099999999976;0
35;140.75;140.75;140.75;7.3275;0
36;108.89;108.89;108.89;31.39789999999999;0
37;88.42;88.42;88.42;3.363600000000009;0
38;4.0;4.0;4.0;0.0;0
39;56.49;56.49;56.49;14.889899999999992;0
40;68.37;68.37;68.37;4.433100000000011;0
41;85.91;85.91;85.91;66.06190000000002;1
42;81.0;81.0;81.0;23.24;0
43;61.03;61.03;61.03;16.10909999999999;1
44;70.67;70.67;70.67;12.081100000000001;1
45;98.82;98.82;98.82;8.187600000000007;0
46;126.8;126.8;126.8;0.6399999999999981;0
47;144.38;144.38;144.38;37.77559999999996;0
48;113.24;113.24;113.24;10.462399999999997;0
49;170.54;170.54;170.54;19.28839999999998;0
50;116.05;116.05;116.05;8.127499999999985;0
51;54.51;54.51;54.51;13.729899999999986;1
52;109.94;109.94;109.94;33.296399999999934;0
53;85.64;85.64;85.64;84.69040000000001;0
54;70.02;70.02;70.02;39.519600000000025;1
55;59.52;59.52;59.52;109.38959999999999;1
56;4.5;4.5;4.5;0.75;0
57;85.27;85.27;85.27;24.7971;1
58;130.94;130.94;130.94;86.95639999999997;1
59;58.77;58.77;58.77;67.39710000000008;1
60;95.58;95.58;95.58;20.163599999999978;0
61;54.58;54.58;54.58;4.143599999999999;0
62;54.41;54.41;54.41;12.261900000000004;1
63;51.65;51.65;51.65;31.9875;1
64;114.56;114.56;114.56;18.4864;0
65;98.9;98.9;98.9;6.750000000000009;0
66;110.6;110.6;110.6;3.440000000000004;0
67;62.56;62.56;62.56;127.62640000000009;1
68;67.6;67.6;67.6;3.320000000000002;0
69;99.97;99.97;99.97;3.8691000000000018;0
70;77.77;77.77;77.77;127.69709999999986;1
71;74.13;74.13;74.13;6.0131000000000085;1
72;77.16;77.16;77.16;16.474400000000013;0
73;117.47;117.47;117.47;16.829099999999976;0
74;60.7;60.7;60.7;20.169999999999963;1
75;4.3;4.3;4.3;0.5100000000000002;0
76;4.0;4.0;4.0;0.0;0
77;101.44;101.44;101.44;9.726399999999964;0
78;93.68;93.68;93.68;8.057599999999995;0
79;106.53;106.53;106.53;8.189099999999984;0
80;71.91;71.91;71.91;1.3418999999999999;0
81;87.46;87.46;87.46;173.5884;1
82;112.63;112.63;112.63;35.41310000000003;1
83;60.38;60.38;60.38;22.27560000000002;1
84;119.49;119.49;119.49;8.909899999999995;0
85;103.54;103.54;103.54;17.44839999999999;0
86;126.57;126.57;126.57;272.3651000000003;0
87;62.9;62.9;62.9;43.64999999999995;1
88;118.95;118.95;118.95;3.507500000000003;0
89;103.76;103.76;103.76;12.302400000000004;0
90;42.4;42.4;42.4;5.680000000000011;1
91;4.0;4.0;4.0;0.0;0
92;110.86;110.86;110.86;13.320400000000008;0
93;4.0;4.0;4.0;0.0;0
94;122.75;122.75;122.75;18.8075;0
95;79.29;79.29;79.29;284.5658999999999;1
96;124.87;124.87;124.87;217.43309999999977;0
97;102.38;102.38;102.38;139.59560000000025;0
98;72.13;72.13;72.13;47.1531;1
99;110.57;110.57;110.57;10.50509999999998;0
100;37.01;37.01;37.01;15.429899999999991;1
101;94.7;94.7;94.7;20.35;0
102;90.36;90.36;90.36;84.05040000000004;1
103;42.16;42.16;42.16;13.814399999999981;1
104;64.96;64.96;64.96;51.2184;1
105;43.39;43.39;43.39;32.71790000000002;1
106;119.08;119.08;119.08;76.59360000000002;1
107;137.72;137.72;137.72;7.041599999999999;0
108;113.95;113.95;113.95;14.5875;0
109;82.68;82.68;82.68;8.337599999999995;0
110;126.26;126.26;126.26;30.552400000000016;1
111;93.41;93.41;93.41;5.841899999999999;0
112;99.58;99.58;99.58;12.743599999999985;0
113;44.96;44.96;44.96;6.058399999999995;1
114;4.0;4.0;4.0;0.0;0
115;106.46;106.46;106.46;106.32839999999992;1
116;85.78;85.78;85.78;4.411600000000005;0
117;4.24;4.24;4.24;0.42240000000000055;0
118;61.45;61.45;61.45;128.86750000000004;1
119;107.26;107.26;107.26;12.63240000000001;0
120;105.48;105.48;105.48;25.189600000000016;1
121;114.2;114.2;114.2;4.580000000000003;0
122;71.16;71.16;71.16;15.05439999999999;0
123;130.88;130.88;130.88;8.02560000000001;0
124;64.9;64.9;64.9;6.609999999999994;0
125;93.95;93.95;93.95;73.34749999999998;1
126;125.72;125.72;125.72;12.761600000000008;0
127;80.7;80.7;80.7;7.49;0
128;4.48;4.48;4.48;0.729600000000002;0
129;98.49;98.49;98.49;27.04990000000001;1
130;62.94;62.94;62.94;9.076400000000005;0
131;158.46;158.46;158.46;3.368400000000002;0
132;74.27;74.27;74.27;7.757099999999996;0
133;80.26;80.26;80.26;4.9524000000000035;0
134;119.53;119.53;119.53;7.229099999999989;0
135;78.17;78.17;78.17;5.361099999999999;0
136;4.36;4.36;4.36;0.9504;0
137;58.03;58.03;58.03;16.569099999999946;1
138;77.29;77.29;77.29;121.52589999999987;1
139;62.03;62.03;62.03;134.92910000000003;1
140;66.98;66.98;66.98;45.37959999999997;1
141;4.0;4.0;4.0;0.0;0
142;73.86;73.86;73.86;37.04040000000001;1
143;46.52;46.52;46.52;16.8696;1
144;120.79;120.79;120.79;5.4258999999999995;0
145;95.84;95.84;95.84;131.45440000000008;1
146;64.42;64.42;64.42;53.523600000000044;0
147;96.39;96.39;96.39;7.117899999999991;0
148;95.87;95.87;95.87;4.673100000000002;0
149;108.71;108.71;108.71;10.945899999999993;0
150;102.05;102.05;102.05;9.667500000000015;0
151;147.3;147.3;147.3;29.009999999999994;0
152;101.52;101.52;101.52;7.229599999999997;0
153;60.87;60.87;60.87;17.3931;1
154;82.62;82.62;82.62;3.8556000000000057;0
155;101.36;101.36;101.36;4.470399999999997;0
156;102.26;102.26;102.26;29.732400000000005;1
157;89.58;89.58;89.58;9.723599999999982;0
158;91.06;91.06;91.06;20.29639999999998;0
159;4.0;4.0;4.0;0.0;0
160;79.38;79.38;79.38;57.93559999999999;1
161;4.12;4.12;4.12;0.22560000000000002;0
162;101.16;101.16;101.16;3.334399999999999;0
163;87.75;87.75;87.75;24.1475;1
164;163.57;163.57;163.57;6.3050999999999995;0
165;4.0;4.0;4.0;0.0;0
166;112.57;112.57;112.57;12.145099999999996;0
167;4.54;4.54;4.54;1.3283999999999991;0
168;116.49;116.49;116.49;27.929899999999996;0
169;82.56;82.56;82.56;46.36640000000004;1
170;113.18;113.18;113.18;564.0275999999998;1
171;4.0;4.0;4.0;0.0;0
172;71.05;71.05;71.05;28.787500000000012;1
173;67.5;67.5;67.5;5.69;0
