Lp;R;G;B;War;Dec
0;91.54;91.54;91.54;57.70840000000004;1
1;150.77;150.77;150.77;56.51709999999998;0
2;96.07;96.07;96.07;12.605099999999998;0
3;79.6;79.6;79.6;204.27999999999994;1
4;3.0;3.0;3.0;0.0;0
5;112.76;112.76;112.76;316.72240000000005;0
6;140.21;140.21;140.21;218.48590000000002;1
7;92.9;92.9;92.9;17.730000000000036;0
8;99.36;99.36;99.36;17.89039999999999;0
9;110.39;110.39;110.39;28.837900000000044;0
10;64.09;64.09;64.09;238.42190000000008;1
11;86.28;86.28;86.28;157.66160000000022;1
12;4.0;4.0;4.0;0.0;0
13;99.8;99.8;99.8;5.199999999999993;0
14;4.0;4.0;4.0;0.0;0
15;129.09;129.09;129.09;49.38190000000001;1
16;125.7;125.7;125.7;16.59;0
17;72.81;72.81;72.81;20.213899999999988;0
18;66.38;66.38;66.38;24.215599999999963;1
19;121.09;121.09;121.09;33.4419;0
20;115.81;115.81;115.81;76.91389999999996;1
21;98.48;98.48;98.48;85.78959999999996;1
22;83.1;83.1;83.1;5.849999999999997;0
23;119.3;119.3;119.3;22.569999999999993;0
24;177.64;177.64;177.64;32.930399999999985;0
25;118.3;118.3;118.3;11.949999999999985;0
26;117.64;117.64;117.64;10.770400000000002;0
27;114.71;114.71;114.71;17.065899999999996;1
28;55.54;55.54;55.54;12.208400000000001;1
29;160.15;160.15;160.15;44.70749999999999;0
30;131.1;131.1;131.1;34.69000000000002;1
31;102.04;102.04;102.04;16.398399999999977;0
32;4.0;4.0;4.0;0.0;0
33;74.0;74.0;74.0;115.18;1
34;161.02;161.02;161.02;20.959599999999984;0
35;124.4;124.4;124.4;15.200000000000012;0
36;120.04;120.04;120.04;18.038400000000017;0
37;122.27;122.27;122.27;9.75710000000001;0
38;74.99;74.99;74.99;52.0299;1
39;128.97;128.97;128.97;90.8291;0
40;171.89;171.89;171.89;16.057899999999986;0
41;66.66;66.66;66.66;32.024400000000014;1
42;3.17;3.17;3.17;0.14110000000000003;0
43;137.82;137.82;137.82;12.387600000000006;0
44;91.36;91.36;91.36;69.69040000000004;1
45;129.13;129.13;129.13;13.513099999999993;0
46;70.87;70.87;70.87;85.6331;1
47;155.2;155.2;155.2;9.679999999999989;0
48;119.42;119.42;119.42;34.743600000000015;0
49;61.56;61.56;61.56;0.7664000000000001;1
50;105.42;105.42;105.42;3.823599999999997;0
51;89.26;89.26;89.26;5.232399999999997;0
52;119.53;119.53;119.53;16.30909999999997;0
53;61.05;61.05;61.05;7.047500000000014;0
54;68.76;68.76;68.76;16.3224;0
55;94.7;94.7;94.7;29.869999999999994;1
56;122.67;122.67;122.67;8.3411;0
57;126.45;126.45;126.45;7.927499999999994;0
58;97.81;97.81;97.81;18.05389999999997;1
59;86.33;86.33;86.33;360.46109999999993;1
60;100.15;100.15;100.15;30.3475;1
61;147.1;147.1;147.1;2.349999999999999;0
62;123.81;123.81;123.81;4.513899999999982;0
63;91.24;91.24;91.24;6.622399999999992;0
64;141.64;141.64;141.64;4.190399999999979;0
65;141.67;141.67;141.67;19.081100000000017;1
66;108.31;108.31;108.31;263.7539;1
67;118.55;118.55;118.55;15.167499999999988;0
68;94.08;94.08;94.08;141.47359999999995;1
69;110.16;110.16;110.16;161.17440000000005;1
70;117.2;117.2;117.2;11.959999999999996;0
71;105.88;105.88;105.88;13.805600000000013;0
72;99.65;99.65;99.65;39.347499999999975;1
73;126.62;126.62;126.62;25.69559999999999;0
74;131.04;131.04;131.04;33.478399999999986;0
75;110.17;110.17;110.17;27.00110000000001;0
76;80.24;80.24;80.24;210.6824000000002;1
77;105.24;105.24;105.24;3.6823999999999946;0
78;144.79;144.79;144.79;12.025899999999998;0
79;89.6;89.6;89.6;387.6000000000003;1
80;57.4;57.4;57.4;301.0600000000002;0
81;133.41;133.41;133.41;7.021900000000002;0
82;73.7;73.7;73.7;36.850000000000016;1
83;117.61;117.61;117.61;36.73790000000002;0
84;150.48;150.48;150.48;6.749599999999999;0
85;3.0;3.0;3.0;0.0;0
86;113.33;113.33;113.33;69.96109999999993;1
87;143.84;143.84;143.84;18.214400000000012;0
88;134.48;134.48;134.48;1647.1895999999997;1
89;105.0;105.0;105.0;129.72;1
90;90.41;90.41;90.41;73.36189999999998;1
91;143.99;143.99;143.99;4.289899999999991;0
92;4.0;4.0;4.0;0.0;0
93;146.84;146.84;146.84;46.5344;0
94;94.34;94.34;94.34;294.9644;1
95;85.92;85.92;85.92;52.89360000000004;1
96;122.55;122.55;122.55;9.287499999999993;0
97;168.57;168.57;168.57;35.98510000000004;0
98;128.57;128.57;128.57;24.66510000000005;0
99;131.42;131.42;131.42;6.3436000000000075;0
100;87.5;87.5;87.5;14.69;0
101;109.64;109.64;109.64;292.89039999999994;1
102;139.37;139.37;139.37;26.873099999999976;0
103;73.02;73.02;73.02;18.25960000000001;1
104;87.32;87.32;87.32;9.377599999999994;0
105;79.91;79.91;79.91;110.80189999999985;1
106;111.39;111.39;111.39;5.477900000000001;0
107;125.25;125.25;125.25;11.1475;0
108;4.0;4.0;4.0;0.0;0
109;81.77;81.77;81.77;437.4571;1
110;130.92;130.92;130.92;11.193600000000005;0
