Lp;R;G;B;War;Dec
0;110.22;110.22;110.22;165.99160000000012;1
1;79.05;79.05;79.05;32.3475;1
2;134.52;134.52;134.52;10.76960000000001;0
3;117.06;117.06;117.06;72.0564;1
4;98.94;98.94;98.94;20.656399999999994;1
5;3.0;3.0;3.0;0.0;0
6;4.0;4.0;4.0;0.0;0
7;129.87;129.87;129.87;43.5931;1
8;117.16;117.16;117.16;39.134400000000014;1
9;99.4;99.4;99.4;4.800000000000004;0
10;75.06;75.06;75.06;72.15640000000003;1
11;139.95;139.95;139.95;12.247500000000015;1
12;97.17;97.17;97.17;307.1011;1
13;98.66;98.66;98.66;71.2844;1
14;71.67;71.67;71.67;6.421099999999988;0
15;65.28;65.28;65.28;88.40159999999996;1
16;110.97;110.97;110.97;12.22909999999999;0
17;103.06;103.06;103.06;4.976400000000004;1
18;92.73;92.73;92.73;66.7371000000001;1
19;71.61;71.61;71.61;95.51790000000001;1
20;144.8;144.8;144.8;3.1600000000000037;0
21;144.2;144.2;144.2;7.479999999999999;0
22;104.86;104.86;104.86;26.0404;1
23;106.52;106.52;106.52;148.3496000000003;1
24;113.96;113.96;113.96;18.598400000000023;1
25;105.17;105.17;105.17;5.421100000000006;1
26;109.98;109.98;109.98;7.239600000000004;0
27;76.83;76.83;76.83;136.14110000000005;1
28;3.15;3.15;3.15;0.42750000000000066;0
29;111.14;111.14;111.14;98.26039999999998;0
30;98.52;98.52;98.52;11.28960000000004;0
31;68.68;68.68;68.68;23.95760000000004;1
32;126.25;126.25;126.25;12.6475;1
33;115.7;115.7;115.7;4.650000000000004;0
34;124.24;124.24;124.24;3.302400000000002;0
35;72.26;72.26;72.26;19.772400000000022;1
36;4.75;4.75;4.75;1.6875;0
37;64.43;64.43;64.43;2.005099999999994;1
38;88.95;88.95;88.95;68.7275;1
39;4.0;4.0;4.0;0.0;0
40;4.4;4.4;4.4;0.6400000000000003;0
41;107.78;107.78;107.78;10.77160000000001;0
42;130.52;130.52;130.52;8.389600000000003;0
43;97.42;97.42;97.42;3.9236;0
44;117.03;117.03;117.03;49.189099999999996;0
45;4.0;4.0;4.0;0.0;0
46;4.0;4.0;4.0;0.0;0
47;88.64;88.64;88.64;10.550399999999996;1
48;90.87;90.87;90.87;10.75309999999999;1
49;4.0;4.0;4.0;0.0;0
50;3.0;3.0;3.0;0.0;0
51;82.8;82.8;82.8;1.8799999999999986;0
52;120.49;120.49;120.49;3.949900000000004;0
53;128.68;128.68;128.68;14.777600000000009;0
54;144.29;144.29;144.29;5.5258999999999965;0
55;137.21;137.21;137.21;11.065899999999997;0
56;99.94;99.94;99.94;11.956399999999984;0
57;109.05;109.05;109.05;143.54750000000007;1
58;109.57;109.57;109.57;16.505099999999985;0
59;4.11;4.11;4.11;2.0979000000000028;0
60;116.38;116.38;116.38;3.9756000000000054;0
61;89.07;89.07;89.07;22.865099999999995;1
62;146.7;146.7;146.7;8.490000000000014;0
63;131.69;131.69;131.69;10.053899999999981;0
64;125.62;125.62;125.62;7.855600000000016;1
65;92.3;92.3;92.3;6.989999999999986;0
66;88.78;88.78;88.78;32.53159999999999;0
67;4.0;4.0;4.0;0.0;0
68;131.2;131.2;131.2;18.499999999999982;0
69;69.95;69.95;69.95;8.36750000000001;0
70;123.87;123.87;123.87;55.7731;1
71;84.9;84.9;84.9;40.51000000000004;1
72;83.94;83.94;83.94;17.216399999999982;1
73;82.41;82.41;82.41;11.781900000000023;0
74;60.23;60.23;60.23;130.01710000000014;1
75;117.85;117.85;117.85;4.167499999999999;0
76;3.0;3.0;3.0;0.0;0
77;87.38;87.38;87.38;9.955600000000018;0
78;129.98;129.98;129.98;4.219600000000004;0
79;119.96;119.96;119.96;10.638400000000004;0
80;66.56;66.56;66.56;27.126399999999993;1
81;109.53;109.53;109.53;269.2090999999999;1
82;135.12;135.12;135.12;8.18560000000001;0
83;119.72;119.72;119.72;5.201599999999989;0
84;102.05;102.05;102.05;2.3474999999999993;0
85;112.35;112.35;112.35;7.047499999999997;0
86;94.86;94.86;94.86;73.44039999999995;0
87;116.83;116.83;116.83;17.30110000000002;0
88;117.95;117.95;117.95;79.36750000000005;1
89;103.77;103.77;103.77;5.277099999999997;1
90;4.0;4.0;4.0;0.0;0
91;131.58;131.58;131.58;6.62360000000001;0
92;121.66;121.66;121.66;43.1444;1
93;110.21;110.21;110.21;9.225900000000005;0
94;141.82;141.82;141.82;205.92760000000004;0
95;63.14;63.14;63.14;2.8204000000000002;1
96;116.0;116.0;116.0;88.22;1
97;4.0;4.0;4.0;0.0;0
98;4.0;4.0;4.0;0.0;0
99;123.09;123.09;123.09;2.601900000000005;0
100;99.09;99.09;99.09;19.761899999999986;0
101;70.23;70.23;70.23;13.197100000000004;0
102;146.42;146.42;146.42;40.4036;1
103;100.07;100.07;100.07;135.10510000000005;1
104;125.8;125.8;125.8;258.09999999999997;1
105;127.84;127.84;127.84;163.0344;1
106;78.01;78.01;78.01;40.14990000000002;1
107;122.76;122.76;122.76;45.7224;1
108;84.39;84.39;84.39;147.35789999999997;1
109;125.03;125.03;125.03;7.289099999999999;0
110;77.85;77.85;77.85;174.7275000000003;1
111;120.75;120.75;120.75;3.9075;1
112;67.51;67.51;67.51;16.849900000000005;0
113;92.96;92.96;92.96;13.318400000000013;0
114;82.28;82.28;82.28;5.821599999999997;0
115;98.08;98.08;98.08;13.053600000000007;0
116;130.74;130.74;130.74;7.772399999999986;0
117;112.3;112.3;112.3;1.9300000000000015;0
118;149.3;149.3;149.3;13.550000000000006;0
119;57.24;57.24;57.24;43.502400000000016;1
120;99.06;99.06;99.06;30.036399999999965;0
121;4.0;4.0;4.0;0.0;0
122;84.04;84.04;84.04;3.5583999999999993;0
123;128.05;128.05;128.05;4.687499999999997;0
124;114.81;114.81;114.81;16.573900000000005;0
125;153.37;153.37;153.37;11.213099999999972;0
126;111.34;111.34;111.34;3.204400000000005;0
127;3.12;3.12;3.12;0.3456;0
128;96.57;96.57;96.57;3.9651000000000054;0
129;4.65;4.65;4.65;2.2274999999999987;0
130;141.5;141.5;141.5;127.73;1
131;74.86;74.86;74.86;9.80040000000001;1
132;68.29;68.29;68.29;4.985900000000001;0
133;74.59;74.59;74.59;22.22190000000005;1
134;100.94;100.94;100.94;4.216400000000005;0
135;105.79;105.79;105.79;70.34590000000004;1
136;76.34;76.34;76.34;8.904400000000008;1
137;149.77;149.77;149.77;28.71709999999998;0
138;156.54;156.54;156.54;140.30839999999986;0
139;120.05;120.05;120.05;2.3474999999999984;0
140;95.74;95.74;95.74;4.432400000000003;0
141;77.19;77.19;77.19;19.053899999999995;1
142;4.7;4.7;4.7;0.9099999999999969;0
143;101.99;101.99;101.99;19.589899999999993;0
144;66.96;66.96;66.96;13.698400000000008;1
145;157.4;157.4;157.4;11.680000000000014;0
146;137.22;137.22;137.22;8.57159999999998;0
147;89.07;89.07;89.07;1.8850999999999938;0
148;118.57;118.57;118.57;17.12509999999999;0
149;99.52;99.52;99.52;10.109600000000023;0
150;134.98;134.98;134.98;6.739600000000003;0
151;101.87;101.87;101.87;26.933100000000007;1
152;3.0;3.0;3.0;0.0;0
153;115.24;115.24;115.24;373.8423999999999;1
154;65.94;65.94;65.94;1.4964000000000022;0
155;87.91;87.91;87.91;6.1619000000000055;0
156;90.7;90.7;90.7;3.8100000000000014;0
157;125.75;125.75;125.75;1.9875;0
158;105.0;105.0;105.0;25.88;1
159;4.0;4.0;4.0;0.0;0
160;152.36;152.36;152.36;9.85039999999998;0
161;140.27;140.27;140.27;19.057100000000016;0
162;49.67;49.67;49.67;15.221100000000018;1
163;72.48;72.48;72.48;21.069599999999998;1
164;68.69;68.69;68.69;39.953900000000004;1
165;110.58;110.58;110.58;4.643600000000005;0
166;77.04;77.04;77.04;11.778400000000007;1
167;124.23;124.23;124.23;7.297100000000003;0
168;106.52;106.52;106.52;13.529599999999995;0
169;4.0;4.0;4.0;0.0;0
170;89.76;89.76;89.76;6.6024000000000065;0
171;90.67;90.67;90.67;5.6011;0
172;5.0;5.0;5.0;3.0;0
173;144.44;144.44;144.44;27.446399999999976;0
174;3.0;3.0;3.0;0.0;0
175;139.22;139.22;139.22;10.63159999999999;0
176;147.56;147.56;147.56;51.46640000000006;0
177;77.52;77.52;77.52;7.109600000000003;0
178;3.0;3.0;3.0;0.0;0
179;109.3;109.3;109.3;81.40999999999998;1
180;124.29;124.29;124.29;14.845900000000023;0
181;3.45;3.45;3.45;1.1475000000000004;0
182;111.98;111.98;111.98;50.0396;1
183;175.61;175.61;175.61;8.517900000000006;0
184;49.89;49.89;49.89;3.6978999999999975;1
185;112.26;112.26;112.26;37.0724;0
186;109.77;109.77;109.77;20.77710000000002;0
187;109.58;109.58;109.58;5.22360000000002;0
188;61.47;61.47;61.47;9.229099999999987;0
189;125.43;125.43;125.43;3.3450999999999964;0
190;72.8;72.8;72.8;32.15999999999994;1
191;134.41;134.41;134.41;492.0418999999998;1
192;148.42;148.42;148.42;1.1835999999999987;0
193;80.78;80.78;80.78;1.4315999999999993;0
194;122.78;122.78;122.78;3.451599999999999;0
195;102.14;102.14;102.14;6.840399999999996;0
196;124.74;124.74;124.74;8.612399999999996;0
197;101.68;101.68;101.68;43.0976;1
198;211.82;211.82;211.82;8.00760000000002;0
199;87.15;87.15;87.15;3.607499999999989;0
200;79.83;79.83;79.83;22.521100000000015;1
201;101.26;101.26;101.26;16.01240000000001;0
202;183.54;183.54;183.54;6.02840000000001;1
203;4.0;4.0;4.0;0.0;0
204;130.02;130.02;130.02;24.37959999999997;1
205;69.71;69.71;69.71;7.105899999999986;1
206;135.67;135.67;135.67;141.18110000000004;0
207;108.77;108.77;108.77;3.2771000000000017;0
208;99.86;99.86;99.86;29.800399999999996;1
209;4.36;4.36;4.36;0.950399999999997;0
210;110.82;110.82;110.82;70.94759999999995;1
211;93.5;93.5;93.5;9.69;1
212;85.94;85.94;85.94;43.59639999999998;1
213;68.88;68.88;68.88;1.2255999999999954;0
214;79.91;79.91;79.91;7.561899999999993;1
215;4.99;4.99;4.99;1.9898999999999987;0
216;101.63;101.63;101.63;4.413100000000006;0
217;94.22;94.22;94.22;21.33159999999999;1
218;127.76;127.76;127.76;4.122400000000001;0
219;56.74;56.74;56.74;27.772400000000005;1
220;114.85;114.85;114.85;13.927500000000018;0
221;85.35;85.35;85.35;31.26749999999998;1
222;81.51;81.51;81.51;5.5299000000000005;0
223;101.3;101.3;101.3;330.5500000000002;1
224;78.48;78.48;78.48;6.949600000000009;1
225;102.96;102.96;102.96;60.05839999999999;1
226;150.12;150.12;150.12;5.565600000000011;0
227;133.96;133.96;133.96;5.938399999999997;0
228;126.32;126.32;126.32;9.277599999999994;0
229;3.0;3.0;3.0;0.0;0
230;4.0;4.0;4.0;0.0;0
231;131.76;131.76;131.76;13.542400000000004;0
232;105.13;105.13;105.13;19.173100000000026;1
233;90.73;90.73;90.73;4.957099999999999;0
234;165.77;165.77;165.77;4.15710000000001;0
235;76.53;76.53;76.53;12.009099999999995;0
236;166.72;166.72;166.72;27.361600000000024;0
237;140.52;140.52;140.52;244.76960000000003;1
238;119.61;119.61;119.61;7.6578999999999935;0
239;110.1;110.1;110.1;23.81;1
240;74.14;74.14;74.14;16.580400000000022;1
241;71.77;71.77;71.77;17.91710000000001;1
242;146.34;146.34;146.34;4.30440000000001;0
243;84.33;84.33;84.33;38.68109999999996;0
244;102.25;102.25;102.25;51.2475;1
245;4.0;4.0;4.0;0.0;0
246;137.97;137.97;137.97;6.729100000000003;0
247;100.89;100.89;100.89;22.357899999999983;0
248;69.54;69.54;69.54;67.44839999999999;1
249;146.68;146.68;146.68;138.8376;1
250;125.23;125.23;125.23;3.497100000000001;0
251;161.14;161.14;161.14;2.7204000000000006;0
252;125.07;125.07;125.07;2.165099999999997;0
253;132.07;132.07;132.07;9.425100000000013;0
254;107.83;107.83;107.83;4.101100000000001;0
255;105.77;105.77;105.77;5.117100000000012;0
256;87.49;87.49;87.49;8.549900000000001;0
257;108.15;108.15;108.15;1.667500000000003;0
258;127.96;127.96;127.96;4.478400000000001;0
259;112.45;112.45;112.45;16.747500000000002;0
260;92.95;92.95;92.95;6.247500000000003;0
261;98.87;98.87;98.87;9.153100000000004;0
262;119.94;119.94;119.94;11.696400000000004;0
263;124.48;124.48;124.48;15.249599999999985;0
264;115.12;115.12;115.12;4.305600000000006;0
265;148.97;148.97;148.97;28.84909999999998;0
266;94.97;94.97;94.97;50.10909999999998;1
267;119.37;119.37;119.37;5.513099999999998;0
268;93.38;93.38;93.38;6.47560000000001;1
269;77.88;77.88;77.88;38.20559999999995;0
270;79.54;79.54;79.54;20.028399999999994;1
271;52.12;52.12;52.12;45.5856;1
272;104.32;104.32;104.32;124.8776;1
273;117.15;117.15;117.15;12.307499999999987;0
274;71.12;71.12;71.12;8.045600000000011;1
275;125.96;125.96;125.96;10.47840000000002;0
276;153.4;153.4;153.4;40.56000000000001;0
277;56.1;56.1;56.1;30.950000000000024;1
278;121.99;121.99;121.99;5.189899999999989;0
279;105.42;105.42;105.42;5.8236;0
280;88.08;88.08;88.08;363.53359999999947;1
281;146.58;146.58;146.58;69.96359999999994;1
282;99.06;99.06;99.06;474.2164;1
283;91.56;91.56;91.56;146.06639999999996;1
284;66.47;66.47;66.47;6.569099999999991;0
285;132.41;132.41;132.41;4.521899999999997;0
286;129.84;129.84;129.84;105.15440000000002;1
287;83.66;83.66;83.66;239.24439999999987;1
288;85.97;85.97;85.97;12.909099999999993;0
289;114.99;114.99;114.99;0.7899000000000018;0
290;174.06;174.06;174.06;8.416400000000005;0
291;93.68;93.68;93.68;3.6575999999999946;0
292;79.97;79.97;79.97;16.90909999999999;1
293;119.35;119.35;119.35;32.28749999999999;0
294;79.53;79.53;79.53;1.9491000000000012;0
295;77.62;77.62;77.62;3.955600000000003;0
296;122.47;122.47;122.47;156.74909999999983;0
297;103.28;103.28;103.28;30.14160000000001;1
298;175.08;175.08;175.08;4.193600000000003;1
299;4.0;4.0;4.0;0.0;0
300;81.85;81.85;81.85;27.247500000000006;1
301;76.98;76.98;76.98;21.3196;0
302;92.45;92.45;92.45;33.387500000000024;1
303;88.14;88.14;88.14;37.72040000000002;1
