Lp;R;G;B;War;Dec
0;96.83;96.83;96.83;5.301100000000002;0
1;110.78;110.78;110.78;47.89160000000002;0
2;66.7;66.7;66.7;1.2100000000000015;0
3;102.91;102.91;102.91;30.3019;0
4;4.0;4.0;4.0;0.0;0
5;77.43;77.43;77.43;23.865099999999995;1
6;73.18;73.18;73.18;5.387600000000003;0
7;78.17;78.17;78.17;6.401099999999999;0
8;126.04;126.04;126.04;10.058399999999992;0
9;68.68;68.68;68.68;8.937599999999994;0
10;4.1;4.1;4.1;0.19000000000000153;0
11;66.21;66.21;66.21;6.985900000000003;0
12;156.15;156.15;156.15;5.147499999999991;0
13;125.59;125.59;125.59;26.381899999999995;1
14;98.87;98.87;98.87;361.4131;0
15;113.21;113.21;113.21;221.66590000000005;0
16;120.62;120.62;120.62;4.555600000000006;0
17;135.62;135.62;135.62;4.395600000000007;0
18;137.15;137.15;137.15;28.06749999999999;0
19;4.0;4.0;4.0;0.0;0
20;136.41;136.41;136.41;18.3019;0
21;4.0;4.0;4.0;0.0;0
22;77.32;77.32;77.32;84.61759999999997;1
23;110.2;110.2;110.2;53.32000000000002;1
24;99.78;99.78;99.78;53.11160000000004;0
25;70.12;70.12;70.12;20.025600000000015;0
26;89.28;89.28;89.28;22.381600000000017;1
27;75.51;75.51;75.51;12.329899999999993;0
28;106.02;106.02;106.02;18.4196;0
29;60.89;60.89;60.89;4.397900000000002;1
30;105.44;105.44;105.44;6.806399999999992;0
31;57.52;57.52;57.52;7.489599999999991;0
32;106.67;106.67;106.67;27.301099999999995;0
33;44.2;44.2;44.2;378.7799999999999;0
34;41.83;41.83;41.83;10.481099999999993;1
35;126.51;126.51;126.51;8.429899999999998;0
36;63.73;63.73;63.73;120.85709999999996;1
37;97.31;97.31;97.31;23.333899999999993;0
38;4.0;4.0;4.0;0.0;0
39;97.76;97.76;97.76;27.522400000000015;0
40;135.62;135.62;135.62;15.115599999999983;0
41;117.47;117.47;117.47;50.98909999999998;0
42;60.82;60.82;60.82;4.347600000000006;0
43;138.44;138.44;138.44;5.306400000000004;0
44;129.61;129.61;129.61;7.87790000000001;0
45;134.51;134.51;134.51;27.64989999999998;0
46;75.72;75.72;75.72;1.0416000000000012;0
47;120.31;120.31;120.31;7.273899999999987;0
48;101.25;101.25;101.25;145.2875;1
49;121.6;121.6;121.6;14.360000000000012;0
50;140.0;140.0;140.0;5.24;0
51;99.17;99.17;99.17;2.3810999999999996;0
52;4.44;4.44;4.44;0.6864000000000005;0
53;96.68;96.68;96.68;9.817599999999995;0
54;4.0;4.0;4.0;0.0;0
55;81.42;81.42;81.42;2.0835999999999997;0
56;4.0;4.0;4.0;0.0;0
57;167.97;167.97;167.97;33.14909999999998;0
58;86.88;86.88;86.88;9.605600000000015;0
59;87.76;87.76;87.76;530.5623999999996;0
60;77.8;77.8;77.8;6.539999999999997;0
61;118.54;118.54;118.54;21.78839999999998;0
62;70.46;70.46;70.46;16.68839999999997;0
63;4.0;4.0;4.0;0.0;0
64;69.11;69.11;69.11;80.83789999999993;1
65;98.2;98.2;98.2;3.199999999999999;0
66;94.2;94.2;94.2;552.0200000000002;1
67;139.51;139.51;139.51;8.749899999999986;0
68;107.69;107.69;107.69;5.4738999999999916;1
69;97.58;97.58;97.58;63.943599999999996;1
70;79.84;79.84;79.84;4.374399999999998;0
71;95.0;95.0;95.0;15.44;0
72;4.12;4.12;4.12;0.22559999999999927;0
73;83.17;83.17;83.17;95.88110000000007;1
74;99.07;99.07;99.07;2.125099999999994;0
75;129.07;129.07;129.07;10.705100000000016;0
76;136.24;136.24;136.24;3.702399999999992;0
77;53.4;53.4;53.4;19.22000000000001;1
78;122.23;122.23;122.23;81.21709999999992;1
79;115.67;115.67;115.67;37.601099999999995;0
80;91.75;91.75;91.75;149.3475;0
81;83.22;83.22;83.22;3.9715999999999987;0
82;113.84;113.84;113.84;33.8544;0
83;51.77;51.77;51.77;43.6171;1
84;97.06;97.06;97.06;10.936399999999997;0
85;117.21;117.21;117.21;5.285899999999994;0
86;136.73;136.73;136.73;4.457099999999999;0
87;91.97;91.97;91.97;11.14909999999997;0
88;109.64;109.64;109.64;12.450400000000004;0
89;109.9;109.9;109.9;99.8100000000001;1
90;139.63;139.63;139.63;10.033099999999978;0
91;61.81;61.81;61.81;92.11389999999994;1
92;98.84;98.84;98.84;40.294399999999996;0
93;77.87;77.87;77.87;182.25309999999953;1
94;72.31;72.31;72.31;3.8938999999999933;0
95;122.24;122.24;122.24;4.782399999999992;0
96;101.58;101.58;101.58;38.4436;1
97;49.46;49.46;49.46;74.66839999999999;0
98;63.28;63.28;63.28;64.12160000000002;1
99;4.18;4.18;4.18;0.5076000000000022;0
100;132.74;132.74;132.74;0.35239999999999994;0
101;105.69;105.69;105.69;11.41389999999998;0
102;4.0;4.0;4.0;0.0;0
103;111.72;111.72;111.72;34.821600000000025;0
104;4.0;4.0;4.0;0.0;0
105;76.28;76.28;76.28;16.74160000000001;1
106;95.73;95.73;95.73;5.157100000000002;0
107;104.88;104.88;104.88;16.62560000000002;0
108;143.4;143.4;143.4;4.60000000000001;0
109;97.93;97.93;97.93;6.3851;0
110;110.12;110.12;110.12;13.985600000000012;0
111;51.41;51.41;51.41;54.261900000000026;1
112;68.16;68.16;68.16;1.014399999999999;0
113;4.0;4.0;4.0;0.0;0
114;83.67;83.67;83.67;4.681100000000001;0
115;74.43;74.43;74.43;9.205099999999998;1
116;120.8;120.8;120.8;40.69999999999999;0
117;103.04;103.04;103.04;7.958399999999998;0
118;117.39;117.39;117.39;5.277899999999997;0
119;94.88;94.88;94.88;3.965600000000007;0
120;97.53;97.53;97.53;232.10909999999993;0
121;123.02;123.02;123.02;21.95959999999998;0
122;98.34;98.34;98.34;50.76440000000004;1
123;124.91;124.91;124.91;47.3819;0
124;100.28;100.28;100.28;58.801600000000036;1
125;65.68;65.68;65.68;5.297599999999996;0
126;77.0;77.0;77.0;2.46;0
127;45.92;45.92;45.92;28.053599999999992;1
128;92.62;92.62;92.62;1.0756;0
129;109.93;109.93;109.93;3.7651000000000043;0
130;106.56;106.56;106.56;131.96640000000008;1
131;109.3;109.3;109.3;5.27;0
132;139.19;139.19;139.19;1.7139000000000022;0
133;67.99;67.99;67.99;153.44990000000004;1
134;131.85;131.85;131.85;4.267500000000001;0
135;88.18;88.18;88.18;2.1275999999999944;0
136;153.29;153.29;153.29;7.625899999999995;0
137;90.5;90.5;90.5;56.01;1
138;5.44;5.44;5.44;2.2464000000000013;0
139;53.33;53.33;53.33;9.621099999999984;0
140;85.51;85.51;85.51;56.529900000000104;1
141;60.85;60.85;60.85;11.86749999999997;1
142;95.43;95.43;95.43;33.32510000000002;0
143;54.75;54.75;54.75;6.1075;0
144;100.03;100.03;100.03;266.54910000000035;0
145;116.58;116.58;116.58;14.083599999999997;0
146;109.06;109.06;109.06;5.156400000000003;0
147;53.51;53.51;53.51;12.249900000000011;0
148;90.12;90.12;90.12;20.24560000000002;0
149;3.24;3.24;3.24;0.6623999999999998;0
150;96.71;96.71;96.71;14.745899999999995;1
151;122.19;122.19;122.19;3.873899999999988;0
152;106.63;106.63;106.63;3.9931;0
153;105.89;105.89;105.89;16.017899999999948;0
154;71.21;71.21;71.21;12.985899999999992;0
155;65.9;65.9;65.9;4.989999999999993;0
156;4.0;4.0;4.0;0.0;0
157;126.94;126.94;126.94;7.816400000000003;0
158;99.26;99.26;99.26;15.872400000000006;0
159;65.37;65.37;65.37;21.293099999999985;1
160;63.66;63.66;63.66;93.74440000000006;1
161;116.27;116.27;116.27;29.337099999999968;0
162;111.96;111.96;111.96;13.778400000000026;0
163;131.39;131.39;131.39;4.157899999999976;0
164;94.44;94.44;94.44;49.66640000000001;0
165;138.09;138.09;138.09;3.1019000000000037;0
166;98.83;98.83;98.83;2.5410999999999984;0
167;74.03;74.03;74.03;5.389100000000001;1
168;125.79;125.79;125.79;7.425900000000003;0
169;4.0;4.0;4.0;0.0;0
170;104.04;104.04;104.04;14.498400000000007;0
171;109.31;109.31;109.31;58.35390000000008;1
172;4.0;4.0;4.0;0.0;0
173;61.46;61.46;61.46;2.108399999999995;0
174;107.43;107.43;107.43;2.0050999999999948;0
175;124.28;124.28;124.28;1.9216;0
176;119.63;119.63;119.63;11.13309999999999;0
177;151.48;151.48;151.48;22.229600000000023;0
178;104.83;104.83;104.83;11.921100000000001;0
179;129.48;129.48;129.48;2.1096000000000035;0
180;123.92;123.92;123.92;17.473600000000022;0
181;81.41;81.41;81.41;8.941900000000015;0
182;126.9;126.9;126.9;13.370000000000024;0
183;82.52;82.52;82.52;40.42959999999999;1
184;118.4;118.4;118.4;14.460000000000019;0
185;93.94;93.94;93.94;2.416400000000005;0
186;74.09;74.09;74.09;13.981899999999996;1
187;110.14;110.14;110.14;17.260400000000025;0
188;70.12;70.12;70.12;132.50560000000002;1
189;72.58;72.58;72.58;2.0635999999999997;0
190;4.0;4.0;4.0;0.0;0
191;115.83;115.83;115.83;10.041100000000009;0
192;106.57;106.57;106.57;34.1051;0
193;56.9;56.9;56.9;35.19000000000001;1
194;114.41;114.41;114.41;9.661899999999992;0
195;109.71;109.71;109.71;6.9658999999999995;0
196;71.42;71.42;71.42;61.78359999999996;1
197;47.28;47.28;47.28;33.801600000000036;1
198;80.35;80.35;80.35;4.927500000000005;0
199;98.26;98.26;98.26;19.1524;0
200;146.75;146.75;146.75;6.9875;0
201;128.33;128.33;128.33;16.3611;0
202;112.94;112.94;112.94;6.476400000000004;0
203;96.46;96.46;96.46;8.9284;0
204;175.54;175.54;175.54;42.66839999999999;1
205;3.0;3.0;3.0;0.0;0
206;84.5;84.5;84.5;21.99;1
207;110.41;110.41;110.41;503.8019000000002;1
208;54.28;54.28;54.28;7.281599999999997;0
209;110.18;110.18;110.18;5.4475999999999996;0
210;102.14;102.14;102.14;2.1803999999999975;0
211;92.63;92.63;92.63;66.59310000000012;1
212;124.91;124.91;124.91;53.1019;1
213;115.65;115.65;115.65;161.08749999999995;1
214;78.21;78.21;78.21;3.4458999999999937;0
215;151.9;151.9;151.9;4.289999999999993;0
216;139.97;139.97;139.97;1.9091000000000011;0
217;118.14;118.14;118.14;24.740399999999998;0
218;116.88;116.88;116.88;30.18560000000002;0
219;105.06;105.06;105.06;11.056399999999995;0
220;100.23;100.23;100.23;8.097100000000001;0
221;66.94;66.94;66.94;8.596400000000004;0
222;87.95;87.95;87.95;15.187500000000025;0
223;51.31;51.31;51.31;9.09389999999998;1
224;107.86;107.86;107.86;38.140399999999985;1
225;77.98;77.98;77.98;2.0196000000000045;0
226;4.0;4.0;4.0;0.0;0
227;101.75;101.75;101.75;25.7875;1
228;140.91;140.91;140.91;3.9619000000000058;0
229;83.21;83.21;83.21;267.9059000000001;0
230;157.95;157.95;157.95;5.8475000000000295;0
231;4.0;4.0;4.0;0.0;0
232;107.25;107.25;107.25;9.4275;0
233;124.46;124.46;124.46;1.4283999999999981;0
234;132.4;132.4;132.4;8.719999999999988;0
235;62.77;62.77;62.77;6.517099999999994;0
236;131.56;131.56;131.56;6.926399999999988;0
237;4.0;4.0;4.0;0.0;0
238;91.75;91.75;91.75;5.9275;0
239;110.98;110.98;110.98;206.19959999999992;0
240;134.7;134.7;134.7;12.530000000000008;0
241;82.71;82.71;82.71;78.04590000000003;0
242;106.02;106.02;106.02;6.659599999999987;1
243;105.15;105.15;105.15;22.707500000000035;0
244;97.42;97.42;97.42;7.023600000000003;1
245;88.52;88.52;88.52;81.30960000000002;1
246;132.41;132.41;132.41;9.18190000000001;0
