Lp;R;G;B;War;Dec
0;78.37;78.37;78.37;45.41310000000007;0
1;198.58;198.58;198.58;3.363600000000009;0
2;112.79;112.79;112.79;12.265900000000004;0
3;106.34;106.34;106.34;13.224400000000008;1
4;87.78;87.78;87.78;4.611600000000004;0
5;85.0;85.0;85.0;57.42;1
6;4.0;4.0;4.0;0.0;0
7;107.67;107.67;107.67;84.02109999999993;1
8;138.52;138.52;138.52;15.189600000000006;0
9;69.83;69.83;69.83;154.32109999999994;1
10;4.0;4.0;4.0;0.0;0
11;72.97;72.97;72.97;106.62909999999997;1
12;85.99;85.99;85.99;42.729899999999994;1
13;61.49;61.49;61.49;1.8698999999999992;0
14;4.0;4.0;4.0;0.0;0
15;80.51;80.51;80.51;3.6498999999999993;0
16;67.95;67.95;67.95;4.4475000000000104;0
17;123.1;123.1;123.1;1.9899999999999984;0
18;64.83;64.83;64.83;60.121100000000006;1
19;84.37;84.37;84.37;19.833099999999966;1
20;80.07;80.07;80.07;7.5451000000000095;0
21;4.0;4.0;4.0;0.0;0
22;185.19;185.19;185.19;6.373899999999993;0
23;105.34;105.34;105.34;139.44439999999992;0
24;98.22;98.22;98.22;22.39160000000003;1
25;89.95;89.95;89.95;142.86749999999995;1
26;4.0;4.0;4.0;0.0;0
27;4.32;4.32;4.32;0.5376000000000019;0
28;4.0;4.0;4.0;0.0;0
29;65.68;65.68;65.68;20.3576;1
30;131.95;131.95;131.95;98.18750000000003;1
31;92.31;92.31;92.31;90.09390000000005;1
32;77.41;77.41;77.41;2.661900000000007;0
33;44.38;44.38;44.38;1360.5756000000001;0
34;4.0;4.0;4.0;0.0;0
35;4.0;4.0;4.0;0.0;0
36;4.6;4.6;4.6;1.4400000000000064;0
37;72.81;72.81;72.81;110.93389999999997;1
38;90.36;90.36;90.36;651.6104;1
39;64.18;64.18;64.18;11.5276;1
40;168.59;168.59;168.59;6.921899999999991;1
41;67.33;67.33;67.33;32.10109999999997;1
42;92.19;92.19;92.19;10.813900000000006;0
43;91.09;91.09;91.09;8.00189999999999;0
44;87.97;87.97;87.97;4.389100000000002;0
45;4.0;4.0;4.0;0.0;0
46;110.91;110.91;110.91;13.94189999999999;1
47;100.23;100.23;100.23;6.717099999999993;0
48;68.06;68.06;68.06;63.376400000000125;1
49;4.24;4.24;4.24;0.42240000000000055;0
50;97.32;97.32;97.32;20.99760000000003;0
51;59.72;59.72;59.72;4.861599999999991;1
52;100.14;100.14;100.14;65.64040000000006;0
53;111.89;111.89;111.89;15.53789999999999;0
54;87.01;87.01;87.01;228.10990000000004;1
55;4.0;4.0;4.0;0.0;0
56;104.72;104.72;104.72;30.421599999999987;1
57;106.76;106.76;106.76;5.542399999999996;0
58;107.58;107.58;107.58;8.843599999999991;0
59;107.94;107.94;107.94;7.716400000000005;0
60;56.52;56.52;56.52;7.3696;1
61;4.0;4.0;4.0;0.0;0
62;4.0;4.0;4.0;0.0;0
63;99.4;99.4;99.4;48.93999999999998;1
64;91.33;91.33;91.33;11.361099999999992;0
65;89.75;89.75;89.75;25.7075;1
66;122.59;122.59;122.59;5.901899999999999;0
67;75.39;75.39;75.39;7.977899999999995;0
68;107.58;107.58;107.58;37.84359999999997;1
69;62.03;62.03;62.03;2.849100000000001;0
70;129.89;129.89;129.89;37.53790000000002;0
71;76.88;76.88;76.88;54.605599999999974;1
72;89.96;89.96;89.96;78.8984;0
73;73.23;73.23;73.23;16.637100000000004;1
74;105.18;105.18;105.18;48.14759999999995;1
75;110.2;110.2;110.2;63.77999999999989;1
76;74.47;74.47;74.47;136.14909999999998;1
77;69.49;69.49;69.49;17.04990000000001;1
78;140.6;140.6;140.6;13.720000000000002;0
79;90.75;90.75;90.75;2.6475;0
80;4.24;4.24;4.24;0.6623999999999978;0
81;76.71;76.71;76.71;6.525899999999989;0
82;57.04;57.04;57.04;8.578399999999997;1
83;94.35;94.35;94.35;10.9875;0
84;81.95;81.95;81.95;9.667500000000006;0
85;104.76;104.76;104.76;7.142400000000006;0
86;101.44;101.44;101.44;4.466400000000003;0
87;95.55;95.55;95.55;9.287499999999998;0
88;4.0;4.0;4.0;0.0;0
89;4.0;4.0;4.0;0.0;0
90;94.16;94.16;94.16;78.49440000000003;1
91;90.29;90.29;90.29;76.74589999999998;0
92;82.88;82.88;82.88;2.445599999999994;0
93;4.0;4.0;4.0;0.0;0
94;105.11;105.11;105.11;60.19789999999995;1
95;85.83;85.83;85.83;153.28109999999973;1
96;71.65;71.65;71.65;14.267499999999984;1
97;64.31;64.31;64.31;49.113900000000065;1
98;113.46;113.46;113.46;4.208399999999995;0
99;54.12;54.12;54.12;83.04560000000002;1
100;124.32;124.32;124.32;79.1776000000001;1
101;105.66;105.66;105.66;9.224400000000003;0
102;110.02;110.02;110.02;28.89960000000002;1
103;59.87;59.87;59.87;8.693099999999983;1
104;87.86;87.86;87.86;36.160399999999996;1
105;118.27;118.27;118.27;25.317099999999986;0
106;73.99;73.99;73.99;2.0499000000000027;0
107;98.02;98.02;98.02;4.1395999999999935;0
108;133.9;133.9;133.9;1.8699999999999954;0
109;4.0;4.0;4.0;0.0;0
110;121.5;121.5;121.5;11.41;1
111;87.24;87.24;87.24;11.602400000000014;0
112;86.53;86.53;86.53;17.129099999999998;0
113;117.92;117.92;117.92;21.8336;0
114;100.23;100.23;100.23;5.997100000000016;0
115;3.0;3.0;3.0;0.0;0
116;76.94;76.94;76.94;3.2164000000000046;0
117;111.28;111.28;111.28;4.021599999999989;0
118;98.87;98.87;98.87;5.993100000000003;0
119;68.82;68.82;68.82;8.647600000000002;0
120;49.69;49.69;49.69;3.393899999999995;1
121;70.37;70.37;70.37;25.373099999999987;1
122;101.9;101.9;101.9;14.709999999999994;1
123;58.91;58.91;58.91;8.281900000000011;1
124;119.7;119.7;119.7;9.670000000000005;0
125;4.0;4.0;4.0;0.0;0
126;106.84;106.84;106.84;20.854400000000034;0
127;92.9;92.9;92.9;6.389999999999997;0
128;71.95;71.95;71.95;4.367500000000017;0
129;86.82;86.82;86.82;13.647600000000015;0
130;77.96;77.96;77.96;45.53839999999998;1
131;67.78;67.78;67.78;3.4716;0
132;64.27;64.27;64.27;5.057099999999996;0
133;105.25;105.25;105.25;4.7075;0
134;64.44;64.44;64.44;35.906400000000005;1
135;132.02;132.02;132.02;15.379599999999977;0
136;104.57;104.57;104.57;55.165100000000066;1
137;102.31;102.31;102.31;8.073899999999986;0
138;101.93;101.93;101.93;22.245099999999958;1
