Lp;R;G;B;War;Dec
0;173.0;173.0;173.0;69.46;0
1;53.44;53.44;53.44;0.9463999999999991;0
2;133.49;133.49;133.49;19.76989999999998;0
3;42.71;42.71;42.71;0.7659000000000015;1
4;4.0;4.0;4.0;0.0;0
5;4.0;4.0;4.0;0.0;0
6;64.29;64.29;64.29;25.385899999999996;1
7;54.01;54.01;54.01;9.149900000000008;1
8;55.43;55.43;55.43;6.465100000000002;0
9;4.45;4.45;4.45;1.1475000000000002;0
10;49.05;49.05;49.05;9.84750000000001;1
11;65.35;65.35;65.35;6.627499999999992;0
12;111.68;111.68;111.68;9.617599999999994;0
13;69.69;69.69;69.69;15.293900000000006;1
14;69.67;69.67;69.67;11.661099999999985;1
15;70.84;70.84;70.84;64.09439999999991;0
16;103.86;103.86;103.86;76.02040000000001;1
17;62.58;62.58;62.58;11.923599999999988;1
18;129.26;129.26;129.26;26.312400000000025;0
19;119.57;119.57;119.57;191.5651;1
20;116.2;116.2;116.2;9.739999999999991;0
21;153.8;153.8;153.8;11.96;0
22;4.0;4.0;4.0;0.0;0
23;113.52;113.52;113.52;12.76960000000001;1
24;77.38;77.38;77.38;206.17560000000006;1
25;122.72;122.72;122.72;4.181599999999992;0
26;76.85;76.85;76.85;21.487500000000008;0
27;94.07;94.07;94.07;108.0650999999999;1
28;92.46;92.46;92.46;123.08839999999987;1
29;84.49;84.49;84.49;74.76990000000004;1
30;85.3;85.3;85.3;11.189999999999985;0
31;60.56;60.56;60.56;220.70640000000003;1
32;163.51;163.51;163.51;85.08990000000003;0
33;119.15;119.15;119.15;179.16750000000005;1
34;109.65;109.65;109.65;23.44749999999998;0
35;118.15;118.15;118.15;28.767500000000023;0
36;133.77;133.77;133.77;89.71709999999992;0
37;97.2;97.2;97.2;12.179999999999996;0
38;91.33;91.33;91.33;6.401099999999991;0
39;128.35;128.35;128.35;10.567499999999997;0
40;4.0;4.0;4.0;0.0;0
41;109.87;109.87;109.87;21.013100000000026;0
42;81.65;81.65;81.65;4.327500000000004;0
43;115.9;115.9;115.9;63.790000000000084;1
44;83.33;83.33;83.33;13.961099999999993;0
45;171.89;171.89;171.89;6.497899999999988;0
46;143.38;143.38;143.38;41.135600000000025;0
47;121.11;121.11;121.11;268.6778999999999;1
48;107.3;107.3;107.3;46.09000000000002;0
49;4.0;4.0;4.0;0.0;0
50;66.54;66.54;66.54;37.008400000000016;1
51;172.61;172.61;172.61;9.177900000000005;0
52;133.92;133.92;133.92;21.913599999999995;0
53;143.11;143.11;143.11;19.057899999999968;0
54;109.88;109.88;109.88;47.025599999999926;1
55;91.18;91.18;91.18;258.5276000000001;1
56;128.56;128.56;128.56;23.666400000000003;0
57;102.41;102.41;102.41;257.0418999999998;1
58;124.47;124.47;124.47;21.669100000000007;0
59;58.04;58.04;58.04;1.838399999999998;0
60;127.09;127.09;127.09;173.80189999999993;0
61;104.72;104.72;104.72;158.16159999999994;1
62;136.47;136.47;136.47;27.22909999999998;0
63;55.79;55.79;55.79;7.9259000000000155;0
64;4.0;4.0;4.0;0.0;0
65;77.19;77.19;77.19;7.393900000000005;0
66;85.45;85.45;85.45;1.4275000000000022;0
67;57.24;57.24;57.24;2.3423999999999965;0
68;4.0;4.0;4.0;0.0;0
69;88.4;88.4;88.4;158.40000000000015;1
