Lp;R;G;B;War;Dec
0;99.57;99.57;99.57;26.30510000000004;1
1;3.0;3.0;3.0;0.0;0
2;100.2;100.2;100.2;6.340000000000004;0
3;4.0;4.0;4.0;0.0;0
4;67.28;67.28;67.28;4.101599999999991;0
5;55.8;55.8;55.8;10.139999999999999;1
6;135.01;135.01;135.01;3.689899999999996;0
7;80.5;80.5;80.5;42.39;1
8;115.36;115.36;115.36;351.7103999999997;1
9;86.27;86.27;86.27;20.89710000000002;0
10;95.77;95.77;95.77;99.03709999999995;0
11;93.05;93.05;93.05;3.247500000000001;0
12;96.13;96.13;96.13;23.11310000000004;1
13;83.15;83.15;83.15;24.327499999999986;1
14;113.75;113.75;113.75;2.4275;0
15;3.0;3.0;3.0;0.0;0
16;3.73;3.73;3.73;0.19710000000000003;0
17;140.66;140.66;140.66;6.184400000000007;0
18;79.9;79.9;79.9;39.51000000000001;1
19;133.39;133.39;133.39;3.8178999999999883;0
20;96.94;96.94;96.94;19.91639999999997;0
21;79.73;79.73;79.73;111.53709999999997;0
22;150.27;150.27;150.27;9.357099999999996;0
23;126.68;126.68;126.68;5.497599999999995;0
24;115.03;115.03;115.03;2.3691000000000018;0
25;155.49;155.49;155.49;183.2099000000003;1
26;4.0;4.0;4.0;0.0;0
27;66.52;66.52;66.52;8.429599999999999;0
28;127.08;127.08;127.08;7.453600000000009;0
29;68.09;68.09;68.09;17.241899999999976;1
30;57.25;57.25;57.25;46.3675;0
31;107.2;107.2;107.2;9.479999999999988;0
32;61.04;61.04;61.04;71.87839999999997;1
33;134.14;134.14;134.14;2.560400000000001;0
34;129.64;129.64;129.64;4.790399999999998;0
35;50.66;50.66;50.66;14.66440000000002;1
36;123.01;123.01;123.01;1.989900000000003;0
37;77.26;77.26;77.26;1.1723999999999983;0
38;4.0;4.0;4.0;0.0;0
39;144.27;144.27;144.27;4.277099999999999;0
40;96.53;96.53;96.53;60.06910000000001;1
41;155.44;155.44;155.44;23.6464;0
42;84.58;84.58;84.58;38.96359999999998;1
43;137.03;137.03;137.03;7.949100000000001;0
44;91.49;91.49;91.49;3.3698999999999995;0
45;138.02;138.02;138.02;14.859599999999979;0
46;73.85;73.85;73.85;15.207500000000012;0
47;82.17;82.17;82.17;15.741100000000054;1
48;116.14;116.14;116.14;19.820400000000006;0
49;3.0;3.0;3.0;0.0;0
50;97.9;97.9;97.9;14.630000000000006;0
51;80.11;80.11;80.11;24.877899999999997;1
52;70.77;70.77;70.77;14.917100000000007;1
53;54.76;54.76;54.76;8.682400000000003;1
54;185.67;185.67;185.67;72.34109999999998;0
55;106.86;106.86;106.86;12.600399999999997;0
56;64.26;64.26;64.26;97.91239999999995;1
57;115.18;115.18;115.18;13.327600000000025;0
58;80.17;80.17;80.17;29.221100000000007;1
59;116.04;116.04;116.04;8.698399999999998;0
60;108.83;108.83;108.83;270.76109999999994;1
61;129.91;129.91;129.91;18.041900000000016;1
62;106.37;106.37;106.37;151.3331000000001;1
63;67.86;67.86;67.86;41.14039999999999;1
64;100.89;100.89;100.89;14.637899999999997;1
65;41.37;41.37;41.37;18.413099999999996;1
66;100.61;100.61;100.61;8.857900000000008;0
67;131.59;131.59;131.59;7.501900000000002;0
68;105.19;105.19;105.19;722.8138999999999;0
69;103.02;103.02;103.02;9.019600000000013;0
70;4.0;4.0;4.0;0.0;0
71;49.71;49.71;49.71;2.565899999999998;0
72;94.08;94.08;94.08;8.013600000000023;0
73;101.52;101.52;101.52;12.30960000000002;1
74;91.42;91.42;91.42;5.263600000000004;0
75;127.37;127.37;127.37;6.033099999999998;0
76;52.69;52.69;52.69;10.81389999999999;1
77;106.21;106.21;106.21;61.645900000000026;1
78;94.11;94.11;94.11;81.19789999999999;1
79;4.0;4.0;4.0;0.0;0
80;77.82;77.82;77.82;50.667599999999986;1
81;4.0;4.0;4.0;0.0;0
82;85.53;85.53;85.53;94.14910000000003;1
83;50.82;50.82;50.82;90.08760000000012;1
84;106.04;106.04;106.04;1.9583999999999968;0
85;66.24;66.24;66.24;57.74239999999988;1
86;135.15;135.15;135.15;1.5275000000000016;0
87;96.88;96.88;96.88;2.8856000000000006;0
88;111.36;111.36;111.36;5.430400000000007;0
89;61.63;61.63;61.63;60.713100000000004;1
90;127.06;127.06;127.06;5.976400000000004;0
91;91.22;91.22;91.22;65.25159999999998;0
92;101.47;101.47;101.47;5.329099999999979;0
93;55.95;55.95;55.95;40.40750000000001;1
94;73.48;73.48;73.48;110.44959999999996;1
95;139.2;139.2;139.2;73.22000000000007;0
96;79.95;79.95;79.95;10.787500000000012;1
97;101.64;101.64;101.64;6.510400000000004;0
98;54.06;54.06;54.06;8.916400000000007;1
99;101.58;101.58;101.58;4.623599999999997;1
100;56.05;56.05;56.05;1.3074999999999992;0
101;119.3;119.3;119.3;5.8900000000000015;0
102;86.36;86.36;86.36;74.4104;1
103;140.2;140.2;140.2;32.04000000000005;1
104;119.74;119.74;119.74;123.65240000000003;0
105;56.76;56.76;56.76;42.8424;1
106;76.66;76.66;76.66;2.0843999999999987;0
107;83.59;83.59;83.59;121.50189999999998;1
108;127.71;127.71;127.71;4.905899999999999;0
109;4.0;4.0;4.0;0.0;0
110;90.33;90.33;90.33;74.26110000000006;0
111;138.93;138.93;138.93;7.76510000000001;0
112;97.22;97.22;97.22;6.71160000000001;0
113;81.01;81.01;81.01;137.88990000000004;0
114;75.2;75.2;75.2;4.100000000000009;0
115;90.16;90.16;90.16;47.974399999999996;1
116;56.84;56.84;56.84;75.41440000000003;1
117;121.18;121.18;121.18;1.9475999999999958;1
118;77.13;77.13;77.13;7.75309999999999;0
119;91.77;91.77;91.77;79.81710000000005;1
120;66.51;66.51;66.51;25.749900000000014;0
121;119.15;119.15;119.15;69.28750000000001;0
122;143.97;143.97;143.97;96.06909999999989;1
123;68.2;68.2;68.2;88.95999999999995;0
124;82.77;82.77;82.77;9.077099999999987;0
125;76.23;76.23;76.23;17.31710000000001;0
126;107.62;107.62;107.62;3.055600000000005;0
127;121.53;121.53;121.53;17.289099999999987;1
128;121.17;121.17;121.17;4.3011;0
129;119.51;119.51;119.51;0.889900000000002;0
130;3.0;3.0;3.0;0.0;0
131;72.98;72.98;72.98;18.999599999999983;1
132;77.0;77.0;77.0;47.56;1
133;4.0;4.0;4.0;0.0;0
134;115.03;115.03;115.03;2.5891000000000006;0
135;101.01;101.01;101.01;6.169899999999984;0
136;4.0;4.0;4.0;0.0;0
137;87.56;87.56;87.56;9.88639999999999;0
138;3.0;3.0;3.0;0.0;0
139;66.24;66.24;66.24;54.82240000000008;1
140;60.93;60.93;60.93;5.845099999999996;1
141;95.93;95.93;95.93;11.105099999999998;1
142;134.63;134.63;134.63;38.6331;1
143;4.0;4.0;4.0;0.0;0
144;92.55;92.55;92.55;5.887499999999992;0
145;101.54;101.54;101.54;5.528399999999995;0
146;89.72;89.72;89.72;40.561600000000006;0
147;93.04;93.04;93.04;42.45840000000005;1
148;53.3;53.3;53.3;15.169999999999987;1
149;77.92;77.92;77.92;20.053600000000003;0
150;75.14;75.14;75.14;259.9403999999998;1
151;103.62;103.62;103.62;1.6355999999999988;0
152;113.65;113.65;113.65;6.707499999999998;0
153;4.0;4.0;4.0;0.0;0
154;71.35;71.35;71.35;30.8475;0
155;80.16;80.16;80.16;16.714400000000012;1
156;106.02;106.02;106.02;3.7195999999999927;0
157;80.17;80.17;80.17;34.16109999999996;0
158;47.53;47.53;47.53;34.96910000000001;1
159;63.97;63.97;63.97;35.1291;1
160;5.88;5.88;5.88;55.5456;0
161;144.89;144.89;144.89;10.27790000000002;0
162;132.7;132.7;132.7;2.6099999999999985;0
163;96.24;96.24;96.24;7.3824000000000005;0
164;51.14;51.14;51.14;44.100399999999986;1
165;90.57;90.57;90.57;22.805100000000007;1
166;89.84;89.84;89.84;25.43440000000001;1
167;80.34;80.34;80.34;83.8244000000001;1
168;90.34;90.34;90.34;36.70440000000006;1
169;86.89;86.89;86.89;21.557899999999997;1
170;71.08;71.08;71.08;81.81360000000014;1
171;3.0;3.0;3.0;0.0;0
172;57.72;57.72;57.72;9.901599999999995;1
173;109.99;109.99;109.99;5.9699000000000035;0
174;75.02;75.02;75.02;29.459600000000002;1
175;75.68;75.68;75.68;10.537599999999992;0
176;92.48;92.48;92.48;1.8095999999999997;0
177;97.94;97.94;97.94;5.1364000000000045;0
178;56.25;56.25;56.25;11.7075;1
179;4.0;4.0;4.0;0.0;0
180;60.16;60.16;60.16;298.0944000000001;1
181;61.0;61.0;61.0;15.7;0
182;4.0;4.0;4.0;0.0;0
183;121.74;121.74;121.74;5.472400000000014;0
184;67.63;67.63;67.63;104.7531;1
185;74.14;74.14;74.14;210.5804;1
186;47.34;47.34;47.34;0.984399999999999;0
187;71.43;71.43;71.43;28.165100000000013;1
188;95.1;95.1;95.1;17.809999999999995;0
189;67.08;67.08;67.08;136.99360000000001;1
190;4.0;4.0;4.0;0.0;0
191;97.03;97.03;97.03;24.049099999999985;1
192;101.14;101.14;101.14;3.6803999999999975;0
193;72.87;72.87;72.87;70.09310000000006;1
194;86.81;86.81;86.81;4.793899999999985;0
195;128.17;128.17;128.17;12.781100000000002;1
196;4.7;4.7;4.7;0.9099999999999993;0
197;98.9;98.9;98.9;7.4700000000000015;0
198;102.44;102.44;102.44;13.586399999999971;1
199;48.83;48.83;48.83;2.0810999999999984;0
200;4.0;4.0;4.0;0.0;0
201;143.98;143.98;143.98;7.339600000000001;0
202;116.27;116.27;116.27;37.35710000000003;0
203;79.09;79.09;79.09;0.6818999999999985;0
204;88.41;88.41;88.41;19.58190000000002;0
205;58.93;58.93;58.93;84.62510000000015;1
206;93.23;93.23;93.23;1.0371000000000035;0
207;81.56;81.56;81.56;36.14640000000002;0
208;95.82;95.82;95.82;6.907600000000013;0
209;3.2;3.2;3.2;0.1600000000000004;0
210;4.0;4.0;4.0;0.0;0
211;150.51;150.51;150.51;5.629899999999991;0
212;108.6;108.6;108.6;6.959999999999997;0
213;116.4;116.4;116.4;8.480000000000008;0
214;111.83;111.83;111.83;8.22110000000001;0
215;93.93;93.93;93.93;91.52509999999992;1
216;4.0;4.0;4.0;0.0;0
217;131.57;131.57;131.57;135.72510000000003;1
218;88.7;88.7;88.7;13.829999999999991;0
219;105.43;105.43;105.43;79.44510000000004;1
220;4.0;4.0;4.0;0.0;0
221;116.4;116.4;116.4;10.740000000000014;0
222;65.97;65.97;65.97;8.989099999999981;1
223;3.0;3.0;3.0;0.0;0
224;70.03;70.03;70.03;34.08909999999996;1
225;56.52;56.52;56.52;13.729599999999998;1
226;104.42;104.42;104.42;22.06360000000001;0
227;4.0;4.0;4.0;0.0;0
228;108.08;108.08;108.08;4.8335999999999935;0
229;121.44;121.44;121.44;22.246399999999984;0
230;79.53;79.53;79.53;2.0091000000000014;0
231;77.85;77.85;77.85;13.027499999999995;0
232;4.0;4.0;4.0;0.0;0
233;141.59;141.59;141.59;15.521900000000057;0
234;106.89;106.89;106.89;120.41790000000013;1
235;4.0;4.0;4.0;0.0;0
236;72.92;72.92;72.92;114.0535999999999;1
237;126.14;126.14;126.14;338.4804;1
238;102.09;102.09;102.09;3.0819000000000085;0
239;43.47;43.47;43.47;6.349099999999987;1
240;106.5;106.5;106.5;30.09;1
241;117.8;117.8;117.8;9.780000000000012;0
242;102.28;102.28;102.28;2.661599999999994;0
243;89.92;89.92;89.92;7.533599999999992;0
244;75.28;75.28;75.28;13.861599999999992;1
245;61.9;61.9;61.9;161.08999999999995;1
246;121.64;121.64;121.64;53.61039999999995;0
247;92.65;92.65;92.65;5.447500000000004;0
248;86.37;86.37;86.37;30.953100000000006;1
249;109.32;109.32;109.32;319.6775999999997;1
250;102.84;102.84;102.84;60.05439999999997;0
251;102.82;102.82;102.82;8.607600000000032;0
252;83.61;83.61;83.61;161.17790000000002;1
253;74.34;74.34;74.34;20.744400000000024;1
254;99.52;99.52;99.52;3.1296000000000017;0
255;84.12;84.12;84.12;35.48559999999996;1
256;97.66;97.66;97.66;4.58440000000002;0
257;71.11;71.11;71.11;22.977899999999998;1
258;60.47;60.47;60.47;48.98910000000013;1
259;66.96;66.96;66.96;1.6583999999999983;0
260;4.0;4.0;4.0;0.0;0
261;146.72;146.72;146.72;9.421599999999998;0
262;98.78;98.78;98.78;10.731600000000013;0
263;92.03;92.03;92.03;32.48909999999998;1
264;74.52;74.52;74.52;144.94959999999998;1
265;63.61;63.61;63.61;4.177899999999997;0
266;117.09;117.09;117.09;8.961900000000004;0
267;116.64;116.64;116.64;3.950400000000002;0
268;127.26;127.26;127.26;18.3924;0
269;66.57;66.57;66.57;3.365100000000001;0
270;120.62;120.62;120.62;7.9956000000000165;0
271;74.68;74.68;74.68;6.517599999999995;0
272;122.28;122.28;122.28;13.941600000000001;0
273;131.74;131.74;131.74;2.7323999999999993;0
274;79.9;79.9;79.9;5.749999999999994;0
275;59.28;59.28;59.28;77.34159999999986;1
276;4.0;4.0;4.0;0.0;0
277;4.0;4.0;4.0;0.0;0
278;67.57;67.57;67.57;1.085099999999998;0
279;54.97;54.97;54.97;30.269099999999987;0
280;115.09;115.09;115.09;35.36190000000001;0
281;115.51;115.51;115.51;217.3699;0
282;86.77;86.77;86.77;3.937100000000002;0
283;86.18;86.18;86.18;8.087600000000018;1
284;83.77;83.77;83.77;14.057100000000037;0
285;116.15;116.15;116.15;1.6275000000000042;0
286;123.4;123.4;123.4;5.920000000000019;0
287;80.92;80.92;80.92;6.693600000000015;0
288;80.81;80.81;80.81;13.713899999999994;0
289;119.59;119.59;119.59;140.9019;1
290;122.34;122.34;122.34;40.204400000000014;1
291;92.32;92.32;92.32;32.63760000000004;1
292;111.64;111.64;111.64;3.490400000000001;0
293;92.47;92.47;92.47;4.829099999999991;0
294;99.55;99.55;99.55;32.44750000000002;1
295;92.3;92.3;92.3;2.7700000000000036;0
296;88.67;88.67;88.67;5.7211;1
297;139.59;139.59;139.59;37.14189999999997;0
298;4.0;4.0;4.0;0.0;0
299;126.6;126.6;126.6;3.6400000000000077;0
300;110.07;110.07;110.07;6.465100000000014;0
301;108.18;108.18;108.18;5.467599999999996;0
302;109.65;109.65;109.65;4.807500000000006;0
303;83.08;83.08;83.08;225.97359999999995;1
304;65.2;65.2;65.2;21.64;1
305;81.99;81.99;81.99;99.88990000000005;1
306;93.94;93.94;93.94;51.956399999999974;1
307;50.23;50.23;50.23;5.317100000000002;1
308;130.9;130.9;130.9;39.97000000000003;0
309;130.07;130.07;130.07;5.64510000000001;0
310;3.0;3.0;3.0;0.0;0
311;63.26;63.26;63.26;37.21239999999993;1
312;108.99;108.99;108.99;11.249899999999993;0
313;123.61;123.61;123.61;23.237900000000028;1
314;80.98;80.98;80.98;151.37960000000018;0
315;83.6;83.6;83.6;20.999999999999968;1
316;95.04;95.04;95.04;35.8584;0
317;4.0;4.0;4.0;0.0;0
318;118.97;118.97;118.97;35.089099999999966;0
319;91.42;91.42;91.42;7.443599999999994;0
320;57.86;57.86;57.86;0.1204000000000003;0
321;146.62;146.62;146.62;8.515600000000008;0
322;87.03;87.03;87.03;32.369100000000024;1
323;65.15;65.15;65.15;16.9075;1
324;58.99;58.99;58.99;50.68990000000004;1
325;104.75;104.75;104.75;23.1875;0
326;98.72;98.72;98.72;3.461599999999992;0
327;71.7;71.7;71.7;11.089999999999982;1
328;42.67;42.67;42.67;3.9011000000000022;1
329;70.03;70.03;70.03;30.68910000000001;1
330;57.08;57.08;57.08;12.193600000000004;1
331;114.69;114.69;114.69;4.473899999999996;0
332;106.47;106.47;106.47;23.74910000000001;1
333;104.08;104.08;104.08;5.8536000000000055;0
334;104.0;104.0;104.0;9.18;0
335;87.52;87.52;87.52;91.76960000000001;0
336;73.59;73.59;73.59;20.221900000000037;1
337;111.56;111.56;111.56;3.766400000000005;0
338;117.26;117.26;117.26;6.352399999999999;0
339;136.48;136.48;136.48;11.049600000000003;0
340;57.88;57.88;57.88;2.685600000000004;0
341;4.0;4.0;4.0;0.0;0
342;62.8;62.8;62.8;56.81999999999998;1
343;104.27;104.27;104.27;8.577100000000002;0
344;92.75;92.75;92.75;29.7275;1
345;90.74;90.74;90.74;13.112400000000001;1
346;79.4;79.4;79.4;4.760000000000015;0
347;124.73;124.73;124.73;102.57710000000004;1
348;4.0;4.0;4.0;0.0;0
349;84.45;84.45;84.45;11.547499999999996;0
350;112.15;112.15;112.15;8.8875;0
351;86.6;86.6;86.6;4.100000000000006;0
352;91.66;91.66;91.66;75.06439999999992;1
353;64.66;64.66;64.66;3.3444000000000083;0
354;150.14;150.14;150.14;15.100400000000006;0
355;121.16;121.16;121.16;9.174399999999999;0
356;57.88;57.88;57.88;6.285599999999995;1
357;136.64;136.64;136.64;8.95039999999999;0
358;52.28;52.28;52.28;26.261600000000005;1
359;72.54;72.54;72.54;11.048400000000015;0
360;112.78;112.78;112.78;5.6516;0
361;91.32;91.32;91.32;13.9576;0
362;97.0;97.0;97.0;3.76;0
363;100.12;100.12;100.12;9.205600000000016;0
364;123.3;123.3;123.3;12.730000000000018;0
365;103.12;103.12;103.12;38.74559999999997;0
366;72.1;72.1;72.1;31.49;0
367;74.74;74.74;74.74;43.252400000000016;1
368;88.11;88.11;88.11;4.757900000000002;0
369;107.82;107.82;107.82;12.947600000000024;0
370;103.17;103.17;103.17;17.20110000000002;1
371;121.27;121.27;121.27;16.657099999999968;0
372;113.88;113.88;113.88;7.645600000000018;0
373;85.02;85.02;85.02;58.77959999999986;1
374;117.75;117.75;117.75;56.4075;0
375;67.95;67.95;67.95;21.567500000000013;1
376;66.17;66.17;66.17;15.741100000000039;0
377;57.17;57.17;57.17;4.161099999999999;0
378;76.68;76.68;76.68;13.437600000000009;1
379;92.24;92.24;92.24;197.1024000000001;1
380;102.38;102.38;102.38;2.055599999999995;0
381;133.3;133.3;133.3;4.950000000000002;0
382;106.46;106.46;106.46;8.128400000000005;0
383;4.0;4.0;4.0;0.0;0
384;98.32;98.32;98.32;56.47760000000001;1
385;67.51;67.51;67.51;10.689899999999998;0
386;105.39;105.39;105.39;4.257899999999993;0
387;127.53;127.53;127.53;35.129100000000044;0
388;117.07;117.07;117.07;17.045099999999987;0
389;52.8;52.8;52.8;8.48;1
390;4.0;4.0;4.0;0.0;0
391;85.61;85.61;85.61;24.337900000000023;0
392;105.23;105.23;105.23;95.77709999999999;1
393;85.29;85.29;85.29;32.085899999999896;1
394;74.69;74.69;74.69;14.833899999999987;0
395;162.87;162.87;162.87;14.633099999999988;1
396;85.84;85.84;85.84;7.81440000000002;0
397;119.82;119.82;119.82;14.107599999999996;0
398;90.19;90.19;90.19;48.47389999999999;0
399;106.41;106.41;106.41;6.661899999999993;0
400;79.05;79.05;79.05;12.747500000000013;1
401;102.93;102.93;102.93;4.725100000000011;0
402;39.87;39.87;39.87;10.253100000000003;1
403;122.01;122.01;122.01;1.9899000000000027;0
404;3.0;3.0;3.0;0.0;0
405;67.86;67.86;67.86;41.06040000000008;1
406;66.92;66.92;66.92;102.53360000000004;1
407;111.53;111.53;111.53;11.50909999999998;0
408;4.0;4.0;4.0;0.0;0
409;95.27;95.27;95.27;7.737099999999997;0
410;108.04;108.04;108.04;51.73839999999998;1
411;152.97;152.97;152.97;4.709100000000001;0
412;113.38;113.38;113.38;5.755599999999999;0
413;4.0;4.0;4.0;0.0;0
414;96.72;96.72;96.72;316.5816;1
415;146.56;146.56;146.56;64.72640000000001;0
416;84.61;84.61;84.61;25.457899999999995;1
417;85.92;85.92;85.92;20.97359999999998;0
418;133.71;133.71;133.71;4.665899999999991;0
419;3.0;3.0;3.0;0.0;0
420;147.48;147.48;147.48;51.98960000000007;0
421;63.63;63.63;63.63;17.133100000000006;1
422;102.78;102.78;102.78;2.731599999999995;0
423;98.31;98.31;98.31;4.073899999999996;0
424;88.98;88.98;88.98;18.2996;1
425;66.56;66.56;66.56;68.08640000000001;1
426;91.39;91.39;91.39;85.37790000000004;0
427;53.57;53.57;53.57;10.625100000000009;1
428;58.57;58.57;58.57;3.9851000000000076;0
429;136.66;136.66;136.66;4.5244000000000115;0
430;80.19;80.19;80.19;26.4539;1
431;4.0;4.0;4.0;0.0;0
432;60.97;60.97;60.97;4.609100000000001;0
433;65.57;65.57;65.57;52.84509999999996;1
434;4.0;4.0;4.0;0.0;0
435;143.34;143.34;143.34;159.76440000000005;0
436;100.01;100.01;100.01;21.569900000000004;1
437;102.28;102.28;102.28;15.96160000000005;0
438;3.0;3.0;3.0;0.0;0
439;85.78;85.78;85.78;19.351599999999962;0
440;56.07;56.07;56.07;14.225100000000005;1
441;41.92;41.92;41.92;4.513600000000005;1
442;101.62;101.62;101.62;11.015600000000006;0
443;137.96;137.96;137.96;10.518400000000002;0
444;56.7;56.7;56.7;49.489999999999945;1
445;94.11;94.11;94.11;48.99789999999996;1
446;109.68;109.68;109.68;32.677600000000005;1
447;100.81;100.81;100.81;3.6938999999999935;0
448;59.53;59.53;59.53;0.4491000000000007;0
449;81.1;81.1;81.1;6.989999999999997;0
450;92.83;92.83;92.83;10.541100000000005;0
451;134.06;134.06;134.06;70.59639999999999;1
452;101.35;101.35;101.35;4.567500000000006;0
453;125.02;125.02;125.02;12.499600000000004;0
454;4.0;4.0;4.0;0.0;0
455;109.45;109.45;109.45;6.147499999999997;0
456;55.09;55.09;55.09;140.40189999999998;1
457;66.52;66.52;66.52;15.029600000000013;1
458;71.42;71.42;71.42;6.58360000000001;1
459;41.82;41.82;41.82;4.587600000000001;1
460;52.71;52.71;52.71;13.525900000000005;1
461;125.71;125.71;125.71;2.245900000000002;0
462;111.7;111.7;111.7;44.44999999999998;1
463;116.04;116.04;116.04;2.518399999999996;0
464;74.58;74.58;74.58;155.7436;1
465;56.38;56.38;56.38;76.3556;1
466;98.95;98.95;98.95;28.087500000000038;1
467;44.27;44.27;44.27;23.917099999999984;1
468;3.0;3.0;3.0;0.0;0
469;89.86;89.86;89.86;67.40040000000009;1
470;113.3;113.3;113.3;4.3699999999999894;0
471;108.4;108.4;108.4;11.039999999999994;0
472;95.56;95.56;95.56;6.086399999999997;0
473;111.84;111.84;111.84;14.154399999999995;0
474;94.72;94.72;94.72;7.481600000000003;0
475;96.73;96.73;96.73;182.69709999999986;1
476;61.63;61.63;61.63;138.55309999999992;1
477;76.42;76.42;76.42;64.06360000000004;1
478;94.09;94.09;94.09;39.50189999999998;0
479;117.82;117.82;117.82;2.047599999999995;0
480;56.54;56.54;56.54;4.568399999999999;1
481;107.06;107.06;107.06;3.476400000000004;0
482;66.42;66.42;66.42;14.303600000000007;1
483;109.45;109.45;109.45;234.9675;1
