Lp;R;G;B;War;Dec
0;88.66;88.66;88.66;5.4644;0
1;179.71;179.71;179.71;96.9659;0
2;67.86;67.86;67.86;3.360400000000014;0
3;110.28;110.28;110.28;8.401599999999993;0
4;84.19;84.19;84.19;150.47389999999996;1
5;211.41;211.41;211.41;10.8419;0
6;106.11;106.11;106.11;9.417899999999985;0
7;60.7;60.7;60.7;63.910000000000025;1
8;85.91;85.91;85.91;37.241899999999944;1
9;65.24;65.24;65.24;34.622399999999985;1
10;54.39;54.39;54.39;26.177899999999983;1
11;71.16;71.16;71.16;6.254400000000003;0
12;74.52;74.52;74.52;11.089600000000013;0
13;115.66;115.66;115.66;6.064400000000014;0
14;76.9;76.9;76.9;39.31000000000001;1
15;125.99;125.99;125.99;39.66989999999997;1
16;89.15;89.15;89.15;30.22749999999999;0
17;85.08;85.08;85.08;570.2335999999999;1
18;48.08;48.08;48.08;12.25360000000001;1
19;119.42;119.42;119.42;13.343600000000006;0
20;79.79;79.79;79.79;226.6259;1
21;103.07;103.07;103.07;86.92510000000001;0
22;57.88;57.88;57.88;32.645600000000094;1
23;103.88;103.88;103.88;54.0455999999999;0
24;124.44;124.44;124.44;7.886399999999994;0
25;4.0;4.0;4.0;0.0;0
26;62.21;62.21;62.21;27.265899999999988;1
27;91.13;91.13;91.13;339.1530999999999;1
28;68.38;68.38;68.38;4.67560000000001;0
29;126.84;126.84;126.84;12.5144;0
30;104.8;104.8;104.8;52.76;1
31;115.94;115.94;115.94;295.83640000000014;0
32;123.19;123.19;123.19;23.353899999999996;0
33;79.86;79.86;79.86;227.26040000000003;1
34;77.3;77.3;77.3;39.25000000000002;1
35;83.07;83.07;83.07;39.28509999999999;1
36;139.16;139.16;139.16;13.494400000000006;0
37;4.0;4.0;4.0;0.0;0
38;104.27;104.27;104.27;7.937099999999995;0
39;90.86;90.86;90.86;237.44040000000007;0
40;64.96;64.96;64.96;15.558400000000026;1
41;79.73;79.73;79.73;172.2171000000001;1
42;115.04;115.04;115.04;20.01839999999999;0
43;41.22;41.22;41.22;6.291599999999997;1
44;65.51;65.51;65.51;8.889900000000008;1
45;100.04;100.04;100.04;8.158400000000007;0
46;62.27;62.27;62.27;2.337099999999999;0
47;94.16;94.16;94.16;139.03439999999998;1
48;69.98;69.98;69.98;55.9996;1
49;102.52;102.52;102.52;24.489600000000017;0
50;3.15;3.15;3.15;0.42750000000000077;0
51;116.21;116.21;116.21;14.605900000000004;0
52;117.97;117.97;117.97;26.04909999999994;1
53;99.21;99.21;99.21;227.62590000000006;1
54;94.38;94.38;94.38;46.39559999999999;1
55;94.77;94.77;94.77;3.797099999999998;0
56;60.67;60.67;60.67;3.161100000000002;0
57;55.12;55.12;55.12;196.60559999999987;1
58;105.0;105.0;105.0;84.8;0
59;140.67;140.67;140.67;19.521100000000047;0
60;118.13;118.13;118.13;10.153099999999975;0
61;113.55;113.55;113.55;8.2675;0
62;84.04;84.04;84.04;8.918400000000013;0
63;60.59;60.59;60.59;7.201899999999993;0
64;108.15;108.15;108.15;73.52750000000003;1
65;84.19;84.19;84.19;150.47389999999996;1
66;48.34;48.34;48.34;6.084400000000002;0
67;116.79;116.79;116.79;16.785900000000012;1
68;77.22;77.22;77.22;5.991600000000003;0
69;4.0;4.0;4.0;0.0;0
70;84.49;84.49;84.49;12.50990000000001;1
71;125.65;125.65;125.65;35.32749999999994;0
72;101.33;101.33;101.33;13.081100000000003;0
73;70.83;70.83;70.83;6.321099999999999;0
74;73.15;73.15;73.15;12.047499999999982;0
75;51.19;51.19;51.19;10.533900000000003;1
76;171.2;171.2;171.2;8.400000000000007;0
77;4.0;4.0;4.0;0.0;0
78;84.88;84.88;84.88;17.80560000000002;1
79;66.0;66.0;66.0;5.68;0
80;128.41;128.41;128.41;28.441899999999993;0
81;122.87;122.87;122.87;22.61310000000002;0
82;149.81;149.81;149.81;12.753900000000018;0
83;4.0;4.0;4.0;0.0;0
84;134.58;134.58;134.58;3.44360000000001;0
85;118.43;118.43;118.43;10.565100000000003;1
86;61.49;61.49;61.49;61.00989999999995;1
87;96.83;96.83;96.83;7.461099999999989;0
88;134.36;134.36;134.36;35.590400000000116;1
89;73.02;73.02;73.02;294.27960000000013;1
90;88.56;88.56;88.56;35.18640000000003;1
91;109.09;109.09;109.09;8.101899999999995;0
92;63.52;63.52;63.52;2.5896000000000026;0
93;99.44;99.44;99.44;8.346399999999981;0
94;123.19;123.19;123.19;25.253899999999945;1
95;3.6;3.6;3.6;1.4400000000000062;0
96;73.08;73.08;73.08;6.9536;0
97;105.92;105.92;105.92;1.0335999999999996;0
98;64.19;64.19;64.19;5.013899999999991;0
99;115.86;115.86;115.86;32.70040000000001;1
100;135.94;135.94;135.94;8.596400000000004;0
101;93.99;93.99;93.99;6.94990000000001;0
102;109.58;109.58;109.58;29.02360000000002;0
103;88.94;88.94;88.94;35.75639999999995;1
104;119.69;119.69;119.69;3.613900000000001;0
105;69.0;69.0;69.0;31.92;1
106;4.75;4.75;4.75;1.6875;0
107;100.4;100.4;100.4;90.13999999999996;1
108;122.67;122.67;122.67;26.861099999999944;0
109;4.12;4.12;4.12;0.34560000000000174;0
110;4.0;4.0;4.0;0.0;0
111;70.62;70.62;70.62;163.33560000000008;1
112;42.11;42.11;42.11;0.6979000000000012;0
113;100.61;100.61;100.61;22.27790000000002;0
114;55.32;55.32;55.32;4.717599999999989;1
115;4.0;4.0;4.0;0.0;0
116;108.86;108.86;108.86;6.36040000000001;0
117;122.51;122.51;122.51;3.5298999999999987;0
118;98.82;98.82;98.82;20.307599999999997;1
119;146.9;146.9;146.9;39.33000000000002;0
120;53.22;53.22;53.22;66.63159999999998;1
121;60.7;60.7;60.7;1.5100000000000027;0
122;110.38;110.38;110.38;1.9555999999999953;0
123;87.92;87.92;87.92;6.173600000000004;0
124;115.61;115.61;115.61;19.857900000000004;0
125;127.85;127.85;127.85;2.7675000000000036;0
126;122.61;122.61;122.61;5.577900000000008;0
127;154.36;154.36;154.36;20.05039999999998;0
128;141.0;141.0;141.0;8.76;0
129;117.39;117.39;117.39;2.5178999999999943;0
130;96.24;96.24;96.24;180.68240000000011;1
131;136.31;136.31;136.31;60.51390000000004;0
132;4.0;4.0;4.0;0.0;0
133;126.58;126.58;126.58;31.423599999999983;0
134;112.66;112.66;112.66;20.484399999999997;1
135;98.13;98.13;98.13;129.13309999999993;1
136;3.0;3.0;3.0;0.0;0
137;88.59;88.59;88.59;13.541900000000023;0
138;75.82;75.82;75.82;119.56760000000003;1
139;110.64;110.64;110.64;235.5304;0
140;100.09;100.09;100.09;6.501900000000002;0
141;66.26;66.26;66.26;6.212400000000001;0
142;82.32;82.32;82.32;15.777600000000009;1
143;88.03;88.03;88.03;18.84909999999998;1
144;35.97;35.97;35.97;3.989100000000001;1
145;59.17;59.17;59.17;57.581100000000006;1
146;46.21;46.21;46.21;18.845899999999972;1
147;124.54;124.54;124.54;15.148400000000013;0
148;80.97;80.97;80.97;71.8891;1
149;131.28;131.28;131.28;298.7016000000005;0
150;77.97;77.97;77.97;122.96909999999997;1
151;50.1;50.1;50.1;34.050000000000026;1
152;86.6;86.6;86.6;10.37999999999999;0
153;108.51;108.51;108.51;23.969900000000028;1
154;110.99;110.99;110.99;9.909899999999995;0
155;4.0;4.0;4.0;0.0;0
156;4.0;4.0;4.0;0.0;0
157;62.39;62.39;62.39;48.41790000000001;1
158;56.04;56.04;56.04;5.0184000000000015;1
159;142.01;142.01;142.01;155.88989999999995;0
160;3.0;3.0;3.0;0.0;0
161;136.05;136.05;136.05;234.52749999999995;0
162;58.92;58.92;58.92;5.37360000000001;0
163;66.36;66.36;66.36;12.210399999999986;1
164;19.48;19.48;19.48;199.76959999999997;0
165;41.35;41.35;41.35;13.707500000000007;1
166;50.69;50.69;50.69;29.19390000000005;0
167;89.11;89.11;89.11;255.2579000000001;1
168;105.77;105.77;105.77;37.097100000000005;0
169;58.37;58.37;58.37;53.253100000000025;1
170;119.09;119.09;119.09;5.4219000000000035;0
171;101.67;101.67;101.67;8.38109999999999;0
172;104.05;104.05;104.05;12.447500000000018;1
173;76.78;76.78;76.78;51.8916;1
174;38.51;38.51;38.51;4.2299;1
175;66.73;66.73;66.73;17.717100000000002;1
176;130.46;130.46;130.46;12.128400000000001;0
177;3.0;3.0;3.0;0.0;0
178;110.12;110.12;110.12;5.925600000000016;0
179;117.94;117.94;117.94;8.056400000000005;0
180;95.82;95.82;95.82;196.38759999999985;1
181;93.98;93.98;93.98;15.7596;0
182;50.46;50.46;50.46;28.848400000000026;1
183;122.06;122.06;122.06;28.496399999999994;1
184;96.79;96.79;96.79;6.3859;1
185;154.43;154.43;154.43;3.885100000000015;0
186;167.53;167.53;167.53;40.929099999999984;0
187;60.58;60.58;60.58;73.18359999999997;1
188;4.0;4.0;4.0;0.0;0
189;104.39;104.39;104.39;22.897900000000035;0
190;123.05;123.05;123.05;458.6875000000003;1
191;103.74;103.74;103.74;8.0324;0
192;4.0;4.0;4.0;0.0;0
193;61.85;61.85;61.85;1.4474999999999993;0
194;111.52;111.52;111.52;10.9696;0
195;66.62;66.62;66.62;25.47559999999994;0
196;71.28;71.28;71.28;5.021599999999992;0
197;4.0;4.0;4.0;0.0;0
198;140.96;140.96;140.96;80.29840000000007;0
199;4.0;4.0;4.0;0.0;0
200;96.34;96.34;96.34;107.2244000000001;1
201;73.49;73.49;73.49;6.569899999999995;0
202;54.26;54.26;54.26;26.792400000000008;1
203;112.08;112.08;112.08;11.1336;0
204;85.94;85.94;85.94;0.9564000000000016;0
205;101.08;101.08;101.08;14.473599999999998;1
206;98.24;98.24;98.24;21.982400000000005;0
207;73.51;73.51;73.51;170.84990000000005;1
208;82.28;82.28;82.28;5.301599999999988;0
209;4.6;4.6;4.6;1.4400000000000053;0
210;106.04;106.04;106.04;12.078399999999968;0
211;126.22;126.22;126.22;10.751599999999998;0
212;120.77;120.77;120.77;197.4571;1
213;125.98;125.98;125.98;94.19959999999995;0
214;114.74;114.74;114.74;9.352400000000008;0
215;112.4;112.4;112.4;31.780000000000012;0
216;97.04;97.04;97.04;3.9584000000000015;0
217;137.0;137.0;137.0;61.08;0
218;102.59;102.59;102.59;4.101899999999999;0
219;96.82;96.82;96.82;31.127600000000008;0
220;114.46;114.46;114.46;15.108399999999989;0
221;49.56;49.56;49.56;98.56639999999996;1
222;105.44;105.44;105.44;48.80640000000002;0
223;104.07;104.07;104.07;2.6850999999999963;0
224;90.69;90.69;90.69;4.193899999999996;0
225;3.0;3.0;3.0;0.0;0
226;60.44;60.44;60.44;2.6064000000000043;0
227;87.15;87.15;87.15;10.127499999999996;0
228;4.36;4.36;4.36;0.9504;0
229;101.3;101.3;101.3;16.569999999999997;0
230;101.13;101.13;101.13;29.31309999999994;0
231;58.97;58.97;58.97;30.829099999999926;1
232;90.42;90.42;90.42;5.0036;0
233;95.83;95.83;95.83;17.641100000000026;0
234;76.76;76.76;76.76;3.802399999999999;1
235;145.63;145.63;145.63;13.233099999999979;0
236;80.27;80.27;80.27;12.937099999999996;0
237;118.08;118.08;118.08;34.493600000000015;1
238;55.55;55.55;55.55;23.227499999999992;1
239;49.35;49.35;49.35;30.347500000000007;1
240;114.07;114.07;114.07;9.245100000000011;0
241;69.61;69.61;69.61;103.89789999999984;1
242;100.77;100.77;100.77;6.357099999999998;1
243;4.0;4.0;4.0;0.0;0
244;42.59;42.59;42.59;10.381900000000018;1
245;71.72;71.72;71.72;27.30160000000002;1
246;92.07;92.07;92.07;43.46510000000001;1
247;4.0;4.0;4.0;0.0;0
248;85.08;85.08;85.08;38.55359999999998;1
249;136.66;136.66;136.66;10.36439999999999;0
250;4.0;4.0;4.0;0.0;0
251;83.78;83.78;83.78;4.271600000000005;0
252;62.75;62.75;62.75;75.9875;1
253;4.7;4.7;4.7;0.9099999999999979;0
254;4.0;4.0;4.0;0.0;0
255;96.01;96.01;96.01;93.74989999999995;1
256;59.14;59.14;59.14;17.360400000000006;1
257;168.3;168.3;168.3;68.53000000000003;0
258;125.85;125.85;125.85;3.8274999999999992;0
259;70.15;70.15;70.15;324.76749999999953;1
260;108.17;108.17;108.17;4.841099999999997;1
261;52.05;52.05;52.05;12.507500000000023;1
262;68.97;68.97;68.97;80.84910000000002;1
263;83.84;83.84;83.84;116.43439999999993;1
264;92.64;92.64;92.64;5.790400000000001;0
265;107.88;107.88;107.88;26.885600000000007;1
266;66.86;66.86;66.86;2.4803999999999973;0
267;4.0;4.0;4.0;0.0;0
268;101.79;101.79;101.79;11.7459;0
269;70.78;70.78;70.78;6.1316000000000015;0
270;3.0;3.0;3.0;0.0;0
271;56.16;56.16;56.16;5.114399999999999;0
272;117.9;117.9;117.9;71.56999999999998;0
273;148.41;148.41;148.41;8.6619;0
274;110.4;110.4;110.4;11.040000000000004;0
275;93.96;93.96;93.96;24.9784;1
276;136.7;136.7;136.7;17.869999999999997;0
277;70.82;70.82;70.82;13.927600000000005;1
278;97.51;97.51;97.51;41.4899;1
279;63.72;63.72;63.72;9.901600000000014;0
280;76.34;76.34;76.34;16.024399999999975;1
281;124.52;124.52;124.52;9.029600000000002;0
282;100.68;100.68;100.68;39.037600000000005;0
283;134.79;134.79;134.79;48.14589999999995;0
284;94.19;94.19;94.19;70.49389999999998;1
285;88.62;88.62;88.62;168.65560000000005;1
286;136.92;136.92;136.92;37.79359999999999;1
287;52.59;52.59;52.59;27.621900000000043;1
288;4.0;4.0;4.0;0.0;0
289;114.54;114.54;114.54;94.98839999999994;1
290;60.3;60.3;60.3;274.3900000000004;1
291;84.58;84.58;84.58;21.4436;1
292;44.01;44.01;44.01;7.6098999999999934;1
293;149.9;149.9;149.9;435.4499999999998;0
294;125.37;125.37;125.37;5.433100000000011;0
295;84.1;84.1;84.1;160.2900000000001;1
296;100.64;100.64;100.64;3.4704000000000064;0
297;76.7;76.7;76.7;294.3899999999999;1
298;81.49;81.49;81.49;4.929899999999992;0
299;74.7;74.7;74.7;9.990000000000006;0
300;120.98;120.98;120.98;12.219599999999994;0
301;81.4;81.4;81.4;284.9799999999999;1
302;69.79;69.79;69.79;36.86590000000005;1
303;145.19;145.19;145.19;22.053899999999985;0
304;3.0;3.0;3.0;0.0;0
305;80.22;80.22;80.22;9.951600000000001;1
306;110.16;110.16;110.16;8.174400000000002;0
