Lp;R;G;B;War;Dec
0;3.0;3.0;3.0;0.0;0
1;70.65;70.65;70.65;36.88749999999999;1
2;100.64;100.64;100.64;98.95039999999997;0
3;66.56;66.56;66.56;90.36640000000004;1
4;83.32;83.32;83.32;3.8975999999999944;0
5;105.58;105.58;105.58;10.543600000000005;0
6;104.72;104.72;104.72;5.201599999999992;0
7;3.0;3.0;3.0;0.0;0
8;142.5;142.5;142.5;11.15;0
9;108.87;108.87;108.87;10.973099999999995;0
10;143.94;143.94;143.94;11.076400000000003;0
11;98.62;98.62;98.62;237.85560000000007;1
12;97.63;97.63;97.63;4.913100000000006;0
13;81.32;81.32;81.32;114.2975999999999;1
14;98.7;98.7;98.7;15.31;0
15;75.68;75.68;75.68;9.637599999999994;0
16;94.53;94.53;94.53;15.36910000000003;0
17;127.86;127.86;127.86;18.120399999999986;0
18;88.39;88.39;88.39;79.71790000000003;1
19;103.14;103.14;103.14;9.820400000000017;0
20;128.04;128.04;128.04;8.498399999999998;0
21;93.96;93.96;93.96;18.138400000000015;0
22;161.47;161.47;161.47;6.429099999999985;0
23;104.98;104.98;104.98;10.939599999999995;0
24;4.0;4.0;4.0;0.0;0
25;106.2;106.2;106.2;4.339999999999998;0
26;3.0;3.0;3.0;0.0;0
27;85.29;85.29;85.29;8.8659;0
28;131.1;131.1;131.1;4.889999999999998;0
29;72.31;72.31;72.31;38.49390000000007;1
30;111.74;111.74;111.74;20.772399999999998;0
31;130.87;130.87;130.87;23.33310000000002;0
32;125.71;125.71;125.71;47.10589999999998;0
33;130.31;130.31;130.31;10.89389999999998;0
34;114.46;114.46;114.46;4.488399999999996;0
35;83.94;83.94;83.94;8.316400000000005;0
36;57.09;57.09;57.09;5.501900000000008;0
37;90.41;90.41;90.41;12.901899999999996;0
38;66.15;66.15;66.15;10.127499999999985;0
39;93.75;93.75;93.75;47.9075;0
40;80.45;80.45;80.45;279.7075000000001;1
41;4.0;4.0;4.0;0.0;0
42;91.38;91.38;91.38;475.19560000000007;1
43;96.58;96.58;96.58;33.60360000000002;1
44;77.29;77.29;77.29;5.305900000000001;0
45;73.71;73.71;73.71;25.165899999999983;1
46;3.0;3.0;3.0;0.0;0
47;81.88;81.88;81.88;126.46559999999985;1
48;147.2;147.2;147.2;17.35999999999997;0
49;104.71;104.71;104.71;18.165899999999997;0
50;93.35;93.35;93.35;660.6875;1
51;85.83;85.83;85.83;13.8211;0
52;93.78;93.78;93.78;38.87159999999994;1
53;107.21;107.21;107.21;10.265900000000004;0
54;85.78;85.78;85.78;99.75159999999988;1
55;4.0;4.0;4.0;0.0;0
56;108.31;108.31;108.31;5.113899999999993;0
57;110.93;110.93;110.93;19.785100000000018;0
58;86.37;86.37;86.37;1.9930999999999988;0
59;52.39;52.39;52.39;51.13789999999999;1
60;152.82;152.82;152.82;7.327600000000031;0
61;92.65;92.65;92.65;95.78750000000015;0
62;93.96;93.96;93.96;8.638400000000004;0
63;134.39;134.39;134.39;7.937900000000021;0
64;76.27;76.27;76.27;20.57709999999999;0
65;3.0;3.0;3.0;0.0;0
66;104.78;104.78;104.78;49.1915999999999;1
67;89.16;89.16;89.16;90.65440000000002;1
68;86.54;86.54;86.54;40.26840000000002;1
69;122.06;122.06;122.06;4.016400000000003;0
70;86.55;86.55;86.55;41.7675;1
71;93.33;93.33;93.33;5.741099999999994;0
72;104.33;104.33;104.33;5.361099999999999;0
73;96.53;96.53;96.53;9.369100000000001;0
74;4.06;4.06;4.06;0.11640000000000006;0
75;108.65;108.65;108.65;5.127500000000005;0
76;114.93;114.93;114.93;11.725100000000005;1
77;83.56;83.56;83.56;285.2264;0
78;124.82;124.82;124.82;6.327600000000004;0
79;111.16;111.16;111.16;3.974399999999999;0
80;133.39;133.39;133.39;64.73789999999998;0
81;141.46;141.46;141.46;16.668400000000037;0
82;147.1;147.1;147.1;38.95000000000004;0
83;47.86;47.86;47.86;5.880400000000006;1
84;136.41;136.41;136.41;25.7019;0
85;89.07;89.07;89.07;5.085100000000009;0
86;230.57;230.57;230.57;2.125099999999994;0
87;103.99;103.99;103.99;14.989899999999992;0
88;44.41;44.41;44.41;0.8618999999999987;0
89;3.0;3.0;3.0;0.0;0
90;88.33;88.33;88.33;72.92110000000001;1
91;4.0;4.0;4.0;0.0;0
92;157.87;157.87;157.87;7.033099999999997;0
93;144.31;144.31;144.31;7.973899999999985;0
94;113.9;113.9;113.9;13.33;0
95;120.01;120.01;120.01;9.529899999999985;0
96;4.0;4.0;4.0;0.0;0
97;84.03;84.03;84.03;9.229099999999999;0
98;15.52;15.52;15.52;342.98959999999994;0
