Lp;R;G;B;War;Dec
0;102.25;102.25;102.25;6.7275;0
1;100.86;100.86;100.86;243.90040000000002;1
2;71.54;71.54;71.54;11.128399999999997;1
3;86.12;86.12;86.12;9.105600000000019;1
4;111.88;111.88;111.88;22.94560000000002;1
5;4.0;4.0;4.0;0.0;0
6;131.75;131.75;131.75;10.8875;0
7;130.46;130.46;130.46;92.54839999999993;1
8;135.64;135.64;135.64;22.510399999999983;0
9;126.86;126.86;126.86;12.60040000000001;0
10;86.26;86.26;86.26;37.73240000000005;1
11;78.87;78.87;78.87;159.09309999999974;1
12;109.36;109.36;109.36;16.350400000000004;0
13;162.55;162.55;162.55;28.907500000000013;0
14;88.63;88.63;88.63;8.113099999999994;0
15;128.61;128.61;128.61;37.037899999999986;0
16;142.01;142.01;142.01;17.10989999999998;0
17;153.83;153.83;153.83;23.821099999999998;0
18;62.15;62.15;62.15;9.187500000000009;0
19;88.41;88.41;88.41;36.241899999999994;1
20;84.1;84.1;84.1;6.349999999999998;1
21;4.34;4.34;4.34;0.5644000000000001;0
22;126.16;126.16;126.16;5.0543999999999984;0
23;87.47;87.47;87.47;8.789100000000008;0
24;139.47;139.47;139.47;12.809100000000011;0
25;97.98;97.98;97.98;17.41960000000001;1
26;132.96;132.96;132.96;32.4184;1
27;131.29;131.29;131.29;11.465900000000007;0
28;108.73;108.73;108.73;8.537100000000006;0
29;120.53;120.53;120.53;6.449099999999991;0
30;117.92;117.92;117.92;356.33360000000005;0
31;124.83;124.83;124.83;4.661099999999994;0
32;56.12;56.12;56.12;28.92559999999998;1
33;127.23;127.23;127.23;12.2971;0
34;120.19;120.19;120.19;22.513900000000003;0
35;66.1;66.1;66.1;3.509999999999994;1
36;113.02;113.02;113.02;67.95959999999998;1
37;108.78;108.78;108.78;98.19160000000004;1
38;156.16;156.16;156.16;11.954399999999996;1
39;124.09;124.09;124.09;12.141899999999996;0
40;138.71;138.71;138.71;22.705900000000007;0
41;104.66;104.66;104.66;21.124399999999994;1
42;119.81;119.81;119.81;33.913899999999984;0
43;133.41;133.41;133.41;16.621899999999986;0
44;100.38;100.38;100.38;111.67559999999997;1
45;129.99;129.99;129.99;2.9099000000000013;0
46;121.69;121.69;121.69;28.473900000000043;1
47;84.86;84.86;84.86;4.880400000000006;0
48;144.08;144.08;144.08;29.773600000000023;0
49;129.01;129.01;129.01;8.329899999999983;0
50;102.44;102.44;102.44;6.526400000000001;0
51;68.2;68.2;68.2;9.40000000000001;0
52;71.92;71.92;71.92;15.473600000000003;0
53;81.17;81.17;81.17;4.081100000000002;0
54;78.34;78.34;78.34;21.464400000000015;1
55;4.0;4.0;4.0;0.0;0
56;95.02;95.02;95.02;6.279600000000003;0
57;100.33;100.33;100.33;544.6011000000001;1
58;95.31;95.31;95.31;1.6138999999999992;0
59;145.56;145.56;145.56;28.886400000000002;0
60;4.0;4.0;4.0;0.0;0
61;116.36;116.36;116.36;90.37040000000003;1
62;98.95;98.95;98.95;5.327500000000006;0
63;89.02;89.02;89.02;8.339600000000008;0
64;105.2;105.2;105.2;6.040000000000003;0
65;153.86;153.86;153.86;33.280400000000036;1
66;105.05;105.05;105.05;21.287500000000005;1
67;74.43;74.43;74.43;7.925099999999992;1
68;146.84;146.84;146.84;7.154399999999999;0
69;136.29;136.29;136.29;26.645900000000008;0
70;96.11;96.11;96.11;30.997899999999998;1
71;98.74;98.74;98.74;22.8524;0
72;118.33;118.33;118.33;73.60109999999996;0
73;88.05;88.05;88.05;237.38750000000005;1
74;65.87;65.87;65.87;88.6131;1
75;115.94;115.94;115.94;34.89640000000001;1
76;125.03;125.03;125.03;11.109099999999977;0
77;147.14;147.14;147.14;15.140400000000021;0
78;4.0;4.0;4.0;0.0;0
79;82.05;82.05;82.05;1.4274999999999993;0
80;111.76;111.76;111.76;14.08240000000001;0
81;128.76;128.76;128.76;2.5424000000000033;0
82;96.54;96.54;96.54;105.8084;1
83;119.25;119.25;119.25;20.0875;0
84;200.6;200.6;200.6;22.320000000000007;0
85;110.15;110.15;110.15;10.087499999999988;0
86;86.7;86.7;86.7;6.889999999999994;0
87;4.0;4.0;4.0;0.0;0
88;89.61;89.61;89.61;39.01790000000001;1
89;88.44;88.44;88.44;3.486400000000004;0
90;85.7;85.7;85.7;6.9700000000000015;1
91;87.44;87.44;87.44;204.68640000000005;1
92;85.91;85.91;85.91;8.78189999999999;0
93;141.99;141.99;141.99;11.289899999999983;0
94;122.89;122.89;122.89;7.5178999999999965;1
95;104.26;104.26;104.26;109.5924000000001;1
96;131.47;131.47;131.47;17.129099999999994;0
97;70.28;70.28;70.28;22.86160000000001;1
98;67.06;67.06;67.06;75.59639999999997;1
99;4.06;4.06;4.06;2.8764000000000056;0
100;72.77;72.77;72.77;25.857099999999985;1
101;135.78;135.78;135.78;13.85159999999998;0
102;68.62;68.62;68.62;18.2956;0
103;118.8;118.8;118.8;2.7199999999999966;0
104;85.1;85.1;85.1;73.40999999999998;1
105;101.89;101.89;101.89;296.2979000000001;1
106;124.28;124.28;124.28;10.00159999999999;0
107;117.81;117.81;117.81;4.85389999999999;0
108;100.41;100.41;100.41;32.92189999999999;1
109;101.64;101.64;101.64;196.9504000000001;1
110;119.07;119.07;119.07;13.685100000000007;1
111;158.33;158.33;158.33;5.101099999999998;0
112;100.58;100.58;100.58;558.9436000000004;1
113;105.38;105.38;105.38;9.855600000000019;0
114;82.07;82.07;82.07;356.2650999999999;1
115;85.7;85.7;85.7;8.089999999999995;0
116;93.67;93.67;93.67;7.201099999999999;0
117;86.48;86.48;86.48;7.449600000000004;0
118;4.42;4.42;4.42;0.6636000000000002;0
119;60.82;60.82;60.82;3.987600000000006;1
120;120.08;120.08;120.08;64.59360000000004;0
121;98.86;98.86;98.86;105.52040000000004;1
122;115.02;115.02;115.02;25.93960000000001;0
123;4.9;4.9;4.9;1.8900000000000003;0
124;96.87;96.87;96.87;3.8331000000000155;0
125;78.66;78.66;78.66;9.944400000000012;0
126;4.0;4.0;4.0;0.0;0
127;135.43;135.43;135.43;5.2851000000000115;0
128;116.88;116.88;116.88;4.625600000000006;0
129;89.42;89.42;89.42;47.46359999999998;1
130;154.27;154.27;154.27;84.89710000000004;0
131;125.01;125.01;125.01;37.32989999999999;0
132;134.34;134.34;134.34;38.36440000000001;0
133;118.5;118.5;118.5;31.95;0
134;142.82;142.82;142.82;11.327600000000007;1
135;134.92;134.92;134.92;10.373600000000009;0
136;3.63;3.63;3.63;1.4930999999999999;0
137;136.41;136.41;136.41;23.161900000000006;0
138;104.36;104.36;104.36;370.3504000000001;1
139;70.45;70.45;70.45;60.207499999999975;1
140;97.36;97.36;97.36;105.45040000000003;1
141;4.0;4.0;4.0;0.0;0
142;138.16;138.16;138.16;18.83439999999998;0
143;108.64;108.64;108.64;114.8704;1
144;106.25;106.25;106.25;59.1675;1
145;78.09;78.09;78.09;105.88189999999985;1
146;77.17;77.17;77.17;3.7211000000000003;0
147;105.59;105.59;105.59;9.2219;0
148;148.4;148.4;148.4;12.900000000000004;0
149;124.05;124.05;124.05;10.96749999999999;0
150;129.6;129.6;129.6;27.02;0
151;89.97;89.97;89.97;2.3091000000000017;0
152;125.6;125.6;125.6;14.95999999999999;1
153;70.37;70.37;70.37;6.993099999999995;1
154;86.25;86.25;86.25;196.6875;1
155;121.28;121.28;121.28;24.941600000000026;0
156;87.81;87.81;87.81;192.71389999999985;1
157;95.84;95.84;95.84;134.3543999999999;1
158;76.78;76.78;76.78;59.83159999999997;0
159;71.81;71.81;71.81;8.513899999999992;1
160;82.57;82.57;82.57;17.425100000000008;1
161;70.04;70.04;70.04;17.33839999999999;1
162;77.6;77.6;77.6;10.959999999999985;1
163;69.68;69.68;69.68;29.457600000000014;1
164;128.89;128.89;128.89;12.237899999999987;0
165;87.71;87.71;87.71;183.52589999999998;1
166;155.54;155.54;155.54;10.228399999999999;0
167;119.09;119.09;119.09;245.90190000000013;0
168;138.49;138.49;138.49;11.60989999999998;0
169;94.46;94.46;94.46;88.40839999999997;1
170;3.0;3.0;3.0;0.0;0
171;4.0;4.0;4.0;0.0;0
172;82.02;82.02;82.02;6.479600000000008;0
173;68.1;68.1;68.1;45.53000000000006;1
174;124.63;124.63;124.63;38.373100000000015;0
175;61.04;61.04;61.04;50.87840000000001;1
176;135.3;135.3;135.3;31.889999999999993;0
177;93.91;93.91;93.91;14.741899999999987;0
178;117.5;117.5;117.5;119.37;1
179;111.72;111.72;111.72;11.561600000000013;0
180;82.14;82.14;82.14;11.200400000000014;1
181;137.44;137.44;137.44;8.906399999999994;0
182;135.4;135.4;135.4;15.440000000000007;0
183;81.31;81.31;81.31;1.753900000000004;1
184;121.18;121.18;121.18;32.46760000000003;1
185;87.09;87.09;87.09;17.361900000000006;0
186;53.59;53.59;53.59;15.001900000000003;1
187;91.57;91.57;91.57;38.70509999999999;1
188;103.23;103.23;103.23;9.43710000000002;1
189;114.94;114.94;114.94;20.95639999999998;0
190;102.92;102.92;102.92;26.393599999999996;1
191;75.23;75.23;75.23;42.21709999999999;1
192;64.12;64.12;64.12;8.865600000000011;0
193;110.17;110.17;110.17;307.64110000000005;1
194;133.36;133.36;133.36;19.270399999999977;0
195;141.32;141.32;141.32;8.217599999999994;0
196;127.91;127.91;127.91;4.441900000000009;0
197;94.83;94.83;94.83;12.181099999999992;0
198;129.33;129.33;129.33;9.761100000000003;0
199;122.24;122.24;122.24;47.0424;0
200;140.55;140.55;140.55;28.987500000000036;0
201;87.67;87.67;87.67;45.98109999999997;1
202;102.42;102.42;102.42;10.123600000000005;0
203;136.29;136.29;136.29;129.56590000000028;0
204;89.74;89.74;89.74;7.052400000000019;0
205;120.53;120.53;120.53;9.489100000000004;0
206;95.8;95.8;95.8;1.899999999999997;0
207;100.68;100.68;100.68;13.537599999999998;1
208;4.0;4.0;4.0;0.0;0
209;79.56;79.56;79.56;5.986400000000001;0
210;133.85;133.85;133.85;17.42750000000001;0
211;4.0;4.0;4.0;0.0;0
212;4.0;4.0;4.0;0.0;0
213;105.95;105.95;105.95;4.567500000000003;0
214;92.01;92.01;92.01;27.489899999999984;0
215;130.95;130.95;130.95;11.427500000000013;0
216;81.53;81.53;81.53;8.489099999999983;0
217;78.18;78.18;78.18;74.54759999999993;1
218;119.11;119.11;119.11;6.5779;1
219;96.37;96.37;96.37;73.91309999999997;1
220;89.42;89.42;89.42;2.0235999999999996;0
221;98.22;98.22;98.22;8.2516;1
222;77.94;77.94;77.94;58.75639999999978;1
223;122.2;122.2;122.2;8.360000000000007;0
224;78.84;78.84;78.84;33.514400000000045;0
225;123.07;123.07;123.07;22.5451;0
226;95.79;95.79;95.79;315.8458999999998;1
227;124.23;124.23;124.23;32.53710000000003;1
228;84.23;84.23;84.23;57.39709999999998;1
229;76.44;76.44;76.44;19.766399999999987;1
230;122.71;122.71;122.71;48.185900000000025;1
231;122.27;122.27;122.27;23.15709999999998;0
232;104.28;104.28;104.28;7.821599999999996;0
233;70.43;70.43;70.43;176.52510000000015;1
234;4.64;4.64;4.64;2.6704000000000065;0
235;72.84;72.84;72.84;2.4143999999999983;0
236;100.3;100.3;100.3;4.89;0
237;110.53;110.53;110.53;250.80909999999994;1
238;102.87;102.87;102.87;196.93309999999994;1
239;118.02;118.02;118.02;9.619599999999997;0
240;4.0;4.0;4.0;0.0;0
241;88.62;88.62;88.62;18.915599999999966;0
242;144.42;144.42;144.42;395.74360000000024;1
243;83.63;83.63;83.63;280.4931000000003;1
244;85.79;85.79;85.79;27.8659;0
245;131.1;131.1;131.1;1.6700000000000006;0
246;89.47;89.47;89.47;9.249099999999993;0
247;4.0;4.0;4.0;0.0;0
248;93.89;93.89;93.89;16.97790000000001;0
249;3.0;3.0;3.0;0.0;0
250;71.51;71.51;71.51;25.18990000000001;1
251;4.0;4.0;4.0;0.0;0
252;96.26;96.26;96.26;355.9124000000003;1
253;127.74;127.74;127.74;23.45240000000001;0
254;130.76;130.76;130.76;14.762399999999992;0
255;57.36;57.36;57.36;55.49039999999996;1
256;116.44;116.44;116.44;14.686400000000006;0
257;114.69;114.69;114.69;20.1339;1
258;99.39;99.39;99.39;67.67789999999998;1
259;4.5;4.5;4.5;0.75;0
260;105.32;105.32;105.32;20.97760000000001;1
261;84.27;84.27;84.27;4.497100000000006;0
262;116.29;116.29;116.29;11.105899999999998;0
263;102.61;102.61;102.61;17.097900000000013;0
264;79.54;79.54;79.54;199.4884;1
265;94.23;94.23;94.23;63.89709999999998;1
266;136.1;136.1;136.1;20.590000000000035;0
267;113.66;113.66;113.66;6.064400000000017;0
268;120.68;120.68;120.68;34.37760000000001;0
269;98.7;98.7;98.7;27.450000000000014;1
270;92.82;92.82;92.82;7.187600000000001;0
271;149.98;149.98;149.98;6.679599999999997;0
272;4.0;4.0;4.0;0.0;0
273;75.87;75.87;75.87;1.9130999999999967;0
274;138.2;138.2;138.2;9.759999999999986;0
275;3.18;3.18;3.18;0.5076;0
276;81.31;81.31;81.31;13.013900000000008;0
277;70.26;70.26;70.26;73.53239999999997;1
278;108.72;108.72;108.72;557.6815999999997;1
279;114.69;114.69;114.69;26.1939;1
280;90.38;90.38;90.38;204.41559999999998;0
281;86.24;86.24;86.24;28.222400000000015;1
282;4.0;4.0;4.0;0.0;0
283;88.25;88.25;88.25;20.2275;1
284;89.0;89.0;89.0;5.14;0
285;107.34;107.34;107.34;25.204399999999932;1
286;109.07;109.07;109.07;38.16509999999998;1
287;144.62;144.62;144.62;11.115600000000008;0
288;115.94;115.94;115.94;7.496400000000005;0
289;74.94;74.94;74.94;53.13639999999997;1
290;146.44;146.44;146.44;11.566399999999994;0
291;4.24;4.24;4.24;0.42240000000000055;0
292;126.35;126.35;126.35;46.567499999999946;0
293;118.83;118.83;118.83;32.781099999999995;1
294;4.0;4.0;4.0;0.0;0
295;156.35;156.35;156.35;9.127499999999985;0
296;98.86;98.86;98.86;62.08039999999996;1
297;3.0;3.0;3.0;0.0;0
298;96.69;96.69;96.69;5.6138999999999895;0
299;71.5;71.5;71.5;2.75;0
300;140.18;140.18;140.18;20.947600000000012;0
301;124.74;124.74;124.74;34.832400000000014;0
302;84.15;84.15;84.15;311.8274999999998;1
303;142.11;142.11;142.11;14.67789999999996;0
304;83.2;83.2;83.2;7.659999999999992;0
305;143.21;143.21;143.21;11.845899999999999;0
306;65.53;65.53;65.53;28.02910000000001;0
307;99.93;99.93;99.93;14.885100000000012;0
308;4.0;4.0;4.0;0.0;0
309;70.06;70.06;70.06;15.776400000000002;1
310;115.01;115.01;115.01;60.44989999999986;0
311;116.73;116.73;116.73;8.357099999999996;0
312;144.8;144.8;144.8;10.439999999999987;0
313;116.58;116.58;116.58;12.043600000000012;0
314;117.67;117.67;117.67;75.36110000000001;1
315;112.36;112.36;112.36;211.11039999999994;1
316;117.61;117.61;117.61;658.7779;1
317;101.55;101.55;101.55;2.1475000000000097;0
318;25.75;25.75;25.75;504.6875;0
319;78.07;78.07;78.07;10.545100000000014;1
320;74.98;74.98;74.98;325.6595999999999;1
321;124.77;124.77;124.77;4.377099999999995;0
322;100.13;100.13;100.13;7.573099999999995;0
323;4.0;4.0;4.0;0.0;0
324;125.73;125.73;125.73;626.0770999999999;1
325;81.67;81.67;81.67;7.7211;0
326;111.87;111.87;111.87;62.87310000000002;0
327;98.18;98.18;98.18;10.527600000000021;0
328;86.34;86.34;86.34;20.08440000000001;1
329;74.66;74.66;74.66;17.724400000000006;1
330;133.19;133.19;133.19;10.5939;0
331;125.62;125.62;125.62;168.17560000000012;1
332;113.42;113.42;113.42;5.063600000000005;0
333;82.35;82.35;82.35;1.4675000000000034;0
334;105.4;105.4;105.4;119.80000000000005;1
335;74.01;74.01;74.01;201.8699;1
336;89.46;89.46;89.46;14.008400000000007;0
337;61.43;61.43;61.43;4.325099999999999;1
338;135.04;135.04;135.04;33.818400000000004;0
339;82.44;82.44;82.44;55.78640000000002;1
340;95.66;95.66;95.66;108.5444;1
341;98.12;98.12;98.12;9.145600000000018;1
342;109.94;109.94;109.94;12.57639999999999;0
343;4.0;4.0;4.0;0.0;0
344;49.4;49.4;49.4;11.880000000000006;1
345;116.78;116.78;116.78;12.81159999999999;0
346;144.01;144.01;144.01;30.02990000000005;1
347;125.33;125.33;125.33;24.921100000000006;0
348;4.0;4.0;4.0;0.0;0
349;105.17;105.17;105.17;32.64110000000001;1
350;102.72;102.72;102.72;19.441600000000008;0
351;74.85;74.85;74.85;75.46749999999999;1
352;88.82;88.82;88.82;10.567600000000015;0
353;3.0;3.0;3.0;0.0;0
354;130.35;130.35;130.35;25.187499999999993;0
355;80.69;80.69;80.69;4.913899999999988;0
356;135.15;135.15;135.15;36.94750000000002;1
357;104.25;104.25;104.25;5.7475;0
358;3.0;3.0;3.0;0.0;0
359;125.91;125.91;125.91;13.581900000000019;1
360;89.7;89.7;89.7;3.990000000000003;0
361;81.07;81.07;81.07;2.8850999999999987;1
362;117.89;117.89;117.89;60.89789999999992;1
363;147.16;147.16;147.16;13.254400000000011;0
364;79.59;79.59;79.59;158.9219000000001;1
365;4.0;4.0;4.0;0.0;0
366;62.2;62.2;62.2;1.7199999999999955;0
367;91.64;91.64;91.64;1.3103999999999991;0
368;121.3;121.3;121.3;12.129999999999994;0
