Lp;R;G;B;War;Dec
0;115.13;115.13;115.13;86.77310000000001;1
1;4.0;4.0;4.0;0.0;0
2;65.31;65.31;65.31;14.433899999999998;1
3;4.3;4.3;4.3;0.8100000000000003;0
4;63.58;63.58;63.58;17.203599999999998;0
5;48.62;48.62;48.62;9.935599999999997;1
6;172.6;172.6;172.6;15.85999999999999;0
7;125.04;125.04;125.04;119.4784000000001;1
8;116.84;116.84;116.84;55.41439999999997;0
9;46.86;46.86;46.86;50.320400000000035;1
10;53.11;53.11;53.11;5.097899999999995;1
11;128.78;128.78;128.78;14.83159999999998;1
12;113.65;113.65;113.65;27.9675;0
13;131.27;131.27;131.27;33.557100000000005;0
14;136.86;136.86;136.86;2.640400000000001;0
15;92.12;92.12;92.12;159.46559999999988;1
16;110.51;110.51;110.51;2.5898999999999988;0
17;58.18;58.18;58.18;26.987599999999997;1
18;67.0;67.0;67.0;132.16;1
19;111.34;111.34;111.34;28.684400000000025;0
20;63.58;63.58;63.58;14.103599999999988;0
21;70.41;70.41;70.41;2.601900000000002;0
22;87.41;87.41;87.41;349.7418999999999;1
23;97.29;97.29;97.29;6.625899999999995;0
24;131.32;131.32;131.32;36.617600000000074;0
25;101.44;101.44;101.44;2.246400000000002;0
26;116.4;116.4;116.4;16.19999999999999;0
27;4.0;4.0;4.0;0.0;0
28;128.21;128.21;128.21;6.845900000000005;0
29;97.37;97.37;97.37;150.3331000000001;0
30;101.28;101.28;101.28;36.90160000000001;1
31;127.46;127.46;127.46;40.928400000000025;1
32;74.03;74.03;74.03;5.369099999999999;0
33;109.72;109.72;109.72;117.64160000000004;0
34;108.97;108.97;108.97;3.5691000000000006;0
35;101.79;101.79;101.79;31.98590000000002;1
36;90.0;90.0;90.0;281.86;1
37;123.01;123.01;123.01;151.48989999999995;0
38;85.94;85.94;85.94;8.356400000000002;0
39;110.66;110.66;110.66;72.84439999999992;0
40;79.71;79.71;79.71;364.8858999999999;1
41;151.55;151.55;151.55;7.007499999999997;0
42;68.77;68.77;68.77;3.557100000000002;0
43;131.8;131.8;131.8;35.18000000000008;0
44;55.23;55.23;55.23;19.077100000000005;1
45;109.1;109.1;109.1;46.350000000000016;1
46;4.0;4.0;4.0;0.0;0
47;172.8;172.8;172.8;91.58000000000004;0
48;94.21;94.21;94.21;4.9059000000000035;0
49;117.51;117.51;117.51;8.429899999999991;0
50;150.88;150.88;150.88;42.005599999999966;0
51;103.97;103.97;103.97;44.20909999999993;1
52;120.88;120.88;120.88;8.425600000000005;0
53;174.94;174.94;174.94;21.41639999999999;0
54;88.24;88.24;88.24;14.502400000000003;0
55;146.31;146.31;146.31;51.67390000000003;0
56;102.01;102.01;102.01;11.889899999999992;0
57;118.81;118.81;118.81;20.633900000000004;0
58;112.64;112.64;112.64;21.190400000000018;0
59;92.78;92.78;92.78;12.371600000000011;0
60;103.23;103.23;103.23;102.65710000000004;0
61;3.0;3.0;3.0;0.0;0
62;83.92;83.92;83.92;49.073599999999985;0
63;144.87;144.87;144.87;16.653100000000027;0
64;3.0;3.0;3.0;0.0;0
65;4.0;4.0;4.0;0.0;0
66;92.14;92.14;92.14;12.6604;1
67;98.45;98.45;98.45;10.027500000000009;0
68;109.47;109.47;109.47;60.64909999999986;1
69;157.49;157.49;157.49;7.249899999999984;0
70;107.08;107.08;107.08;3.5536000000000043;0
71;104.15;104.15;104.15;17.527500000000003;0
72;145.22;145.22;145.22;7.231599999999996;0
73;11.02;11.02;11.02;132.55960000000005;0
74;67.42;67.42;67.42;11.103599999999993;1
75;76.04;76.04;76.04;6.858400000000008;0
76;109.81;109.81;109.81;11.033900000000003;0
77;126.36;126.36;126.36;14.870399999999997;0
78;96.4;96.4;96.4;129.40000000000043;1
79;97.56;97.56;97.56;8.406399999999982;0
80;105.88;105.88;105.88;275.96560000000005;0
81;3.0;3.0;3.0;0.0;0
82;91.74;91.74;91.74;20.512400000000003;1
83;140.1;140.1;140.1;9.39000000000003;0
84;4.0;4.0;4.0;0.0;0
85;104.79;104.79;104.79;2.5259000000000014;0
86;139.54;139.54;139.54;241.66840000000005;1
87;71.48;71.48;71.48;7.7496000000000045;0
88;161.7;161.7;161.7;23.850000000000012;0
89;132.13;132.13;132.13;15.013100000000001;0
90;100.79;100.79;100.79;3.7458999999999962;0
91;101.32;101.32;101.32;18.057600000000036;0
92;101.28;101.28;101.28;8.12160000000002;0
93;143.27;143.27;143.27;7.217100000000017;0
94;98.08;98.08;98.08;760.8736;0
95;146.52;146.52;146.52;53.989599999999975;1
96;89.63;89.63;89.63;22.113099999999978;0
97;104.9;104.9;104.9;11.869999999999981;0
98;101.68;101.68;101.68;61.457600000000056;0
99;138.04;138.04;138.04;7.418400000000024;1
100;130.65;130.65;130.65;7.987499999999995;0
101;84.03;84.03;84.03;8.369099999999984;0
102;97.05;97.05;97.05;11.947500000000034;0
103;104.49;104.49;104.49;12.469899999999997;0
104;4.0;4.0;4.0;0.0;0
105;112.08;112.08;112.08;7.753600000000006;0
106;63.47;63.47;63.47;16.169099999999986;1
107;125.19;125.19;125.19;5.673899999999994;0
108;66.75;66.75;66.75;162.8675;1
109;71.62;71.62;71.62;12.19559999999999;0
110;110.71;110.71;110.71;7.605899999999996;0
111;61.13;61.13;61.13;32.6731;1
112;4.0;4.0;4.0;0.0;0
113;116.03;116.03;116.03;219.82910000000018;0
114;83.25;83.25;83.25;29.9275;1
115;106.46;106.46;106.46;7.888399999999997;0
116;76.2;76.2;76.2;42.91999999999998;1
117;134.02;134.02;134.02;254.5996;1
118;4.0;4.0;4.0;0.0;0
119;88.97;88.97;88.97;22.849099999999975;1
120;133.81;133.81;133.81;6.913899999999999;0
121;92.72;92.72;92.72;12.20160000000002;0
122;115.23;115.23;115.23;6.297100000000007;0
123;147.61;147.61;147.61;23.15790000000001;0
124;78.37;78.37;78.37;49.6731;0
125;128.37;128.37;128.37;11.273099999999983;0
126;70.19;70.19;70.19;2.9739000000000004;0
127;4.0;4.0;4.0;0.0;0
128;80.78;80.78;80.78;62.93159999999996;1
129;90.57;90.57;90.57;14.665099999999999;1
130;146.86;146.86;146.86;27.06040000000005;0
131;117.29;117.29;117.29;10.2459;0
132;82.03;82.03;82.03;3.869100000000001;0
133;103.32;103.32;103.32;4.957599999999994;0
134;84.82;84.82;84.82;196.3676;1
135;120.95;120.95;120.95;8.627500000000003;0
136;119.51;119.51;119.51;14.1699;0
137;164.68;164.68;164.68;13.057600000000003;0
138;82.11;82.11;82.11;53.177899999999994;1
139;124.65;124.65;124.65;36.44749999999999;1
140;115.1;115.1;115.1;30.810000000000013;0
141;119.37;119.37;119.37;3.133100000000003;0
142;4.0;4.0;4.0;0.0;0
143;105.68;105.68;105.68;21.85760000000003;0
144;140.1;140.1;140.1;47.969999999999985;1
145;118.41;118.41;118.41;20.461900000000004;1
146;60.67;60.67;60.67;185.7611000000001;1
147;72.94;72.94;72.94;391.77639999999997;1
148;98.85;98.85;98.85;38.607499999999995;0
149;83.86;83.86;83.86;66.86040000000001;1
150;109.76;109.76;109.76;7.6823999999999995;0
151;52.62;52.62;52.62;16.575599999999994;1
152;85.85;85.85;85.85;92.32749999999997;1
153;101.0;101.0;101.0;88.08;1
154;77.8;77.8;77.8;33.56000000000002;0
155;110.04;110.04;110.04;17.738400000000027;0
156;3.0;3.0;3.0;0.0;0
157;70.49;70.49;70.49;6.9899000000000004;1
158;113.4;113.4;113.4;1.2800000000000016;0
159;100.2;100.2;100.2;74.03999999999998;1
160;125.42;125.42;125.42;10.563599999999974;0
161;159.27;159.27;159.27;38.297100000000015;0
162;132.59;132.59;132.59;11.50189999999999;0
163;81.23;81.23;81.23;68.47709999999994;1
164;3.0;3.0;3.0;0.0;0
165;85.54;85.54;85.54;31.468399999999995;1
166;4.18;4.18;4.18;0.5076000000000022;0
167;85.51;85.51;85.51;11.729899999999994;0
168;74.31;74.31;74.31;45.35390000000009;1
169;77.93;77.93;77.93;63.345099999999995;1
170;84.64;84.64;84.64;4.530400000000005;0
171;108.1;108.1;108.1;6.809999999999995;0
172;99.55;99.55;99.55;28.00750000000001;0
173;100.26;100.26;100.26;8.792400000000008;0
174;120.71;120.71;120.71;27.345899999999983;1
175;82.98;82.98;82.98;99.99960000000004;1
176;101.23;101.23;101.23;13.337099999999994;0
177;141.59;141.59;141.59;7.681900000000001;0
178;101.14;101.14;101.14;6.500400000000016;0
179;77.36;77.36;77.36;24.770399999999974;1
180;154.14;154.14;154.14;22.220400000000016;1
181;136.27;136.27;136.27;12.477100000000007;0
182;124.21;124.21;124.21;18.86590000000002;0
183;103.27;103.27;103.27;26.737099999999984;0
184;86.28;86.28;86.28;14.481600000000004;0
185;105.47;105.47;105.47;14.469099999999962;1
186;157.03;157.03;157.03;18.02910000000001;0
187;156.12;156.12;156.12;10.605600000000008;0
188;141.2;141.2;141.2;24.60000000000001;0
189;139.54;139.54;139.54;17.5884;1
190;112.73;112.73;112.73;75.55709999999996;0
191;113.14;113.14;113.14;3.6803999999999975;0
192;139.85;139.85;139.85;11.507500000000006;0
193;87.02;87.02;87.02;211.69959999999983;1
194;94.04;94.04;94.04;20.598400000000012;0
195;145.15;145.15;145.15;51.047499999999985;0
196;101.75;101.75;101.75;7.3075;0
197;123.8;123.8;123.8;13.480000000000032;0
198;138.08;138.08;138.08;55.67360000000001;0
199;4.0;4.0;4.0;0.0;0
200;111.36;111.36;111.36;11.090400000000013;0
201;117.01;117.01;117.01;10.50989999999996;0
202;3.0;3.0;3.0;0.0;0
203;93.48;93.48;93.48;34.589600000000054;1
204;82.11;82.11;82.11;48.3778999999999;1
205;144.53;144.53;144.53;7.749099999999979;0
206;126.74;126.74;126.74;2.1923999999999997;0
207;139.33;139.33;139.33;106.6011;0
208;139.55;139.55;139.55;4.627499999999997;0
209;68.07;68.07;68.07;18.665099999999974;1
210;133.85;133.85;133.85;85.6075;1
211;103.82;103.82;103.82;116.72760000000014;1
212;131.56;131.56;131.56;9.826399999999982;0
213;84.62;84.62;84.62;58.615600000000065;1
214;79.7;79.7;79.7;102.96999999999993;1
215;120.61;120.61;120.61;9.077900000000005;0
216;141.82;141.82;141.82;13.947600000000023;0
217;74.26;74.26;74.26;8.152400000000005;0
218;75.23;75.23;75.23;14.657099999999998;1
219;4.0;4.0;4.0;0.0;0
220;131.64;131.64;131.64;6.830399999999979;0
221;97.39;97.39;97.39;18.197899999999997;1
222;153.19;153.19;153.19;249.77389999999994;0
223;123.51;123.51;123.51;36.189900000000016;0
224;116.18;116.18;116.18;265.54759999999993;0
225;35.59;35.59;35.59;17.481900000000007;1
226;3.0;3.0;3.0;0.0;0
227;133.61;133.61;133.61;9.397900000000003;0
228;108.12;108.12;108.12;6.945600000000009;0
